,Unnamed: 0,id,last_scraped,source,host_id,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_listings_count,host_total_listings_count,host_verifications,neighbourhood,latitude,longitude,property_type,room_type,accommodates,bathrooms,bedrooms,beds,amenities,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,license,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month
4114,4114,45588549,2024-12-25,city scrape,234511451,within an hour,100%,100%,t,6,7,['phone'],"Athina, Greece",37.97136,23.74243,Entire rental unit,Entire home/apt,6,2.0,3.0,4.0,"[""Dishes and silverware"", ""Hair dryer"", ""Washer \u2013\u00a0In unit"", ""Essentials"", ""Ceiling fan"", ""Heating"", ""Dedicated workspace"", ""Self check-in"", ""Cooking basics"", ""Lockbox"", ""Franke refrigerator"", ""Stainless steel oven"", ""Dryer \u2013\u00a0In unit"", ""Electric stove"", ""Hangers"", ""Hot water"", ""Laundromat nearby"", ""Baking sheet"", ""Microwave"", ""Air conditioning"", ""City skyline view"", ""Iron"", ""Room-darkening shades"", ""Bed linens"", ""Shampoo"", ""50 inch HDTV with Netflix"", ""Coffee maker: Nespresso"", ""Smoke alarm"", ""Kitchen"", ""Body soap"", ""Shared patio or balcony"", ""Elevator"", ""Wifi""]",169.0,2,1125,2,2,1125,1125,2.0,1125.0,11,41,71,150,102,21,0,4.84,4.86,4.83,4.94,4.91,4.8,4.86,00000433475,1,1,0,0,2.0
4116,4116,45618827,2024-12-25,city scrape,122389443,within a few hours,100%,88%,,3,3,"['email', 'phone']","Athina, Greece",37.98958,23.73808,Entire rental unit,Entire home/apt,6,2.5,2.0,3.0,"[""Dishes and silverware"", ""Washer"", ""Smoking allowed"", ""Cleaning products"", ""Shower gel"", ""HDTV with standard cable"", ""Toaster"", ""Hair dryer"", ""Refrigerator"", ""Essentials"", ""Dedicated workspace"", ""Park view"", ""Cooking basics"", ""Self check-in"", ""Lockbox"", ""Drying rack for clothing"", ""Stainless steel oven"", ""Private entrance"", ""Pets allowed"", ""Hangers"", ""Dryer"", ""Freezer"", ""Clothing storage: closet"", ""Crib"", ""Hot water"", ""Stainless steel stove"", ""Microwave"", ""Long term stays allowed"", ""Air conditioning"", ""City skyline view"", ""Iron"", ""Room-darkening shades"", ""Mountain view"", ""Bed linens"", ""Outdoor dining area"", ""Paid parking garage off premises"", ""Shampoo"", ""Bathtub"", ""Coffee maker: Nespresso"", ""Dishwasher"", ""Smoke alarm"", ""Hot water kettle"", ""Wine glasses"", ""Dining table"", ""Single level home"", ""Outdoor furniture"", ""Extra pillows and blankets"", ""Private patio or balcony"", ""Free street parking"", ""Kitchen"", ""Pack \u2019n play/Travel crib"", ""Body soap"", ""Radiant heating"", ""Fire extinguisher"", ""Elevator"", ""Wifi""]",110.0,3,69,3,3,69,122,3.0,82.7,22,52,82,158,136,30,0,4.91,4.93,4.8,4.93,4.99,4.69,4.88,00001779539,1,1,0,0,2.65
4117,4117,45622121,2024-12-26,city scrape,369573140,within an hour,100%,100%,t,1,1,"['email', 'phone']",,37.96844,23.72797,Entire rental unit,Entire home/apt,6,2.0,2.0,3.0,"[""Dishes and silverware"", ""Hair dryer"", ""Refrigerator"", ""Essentials"", ""Self check-in"", ""Cooking basics"", ""Lockbox"", ""Hangers"", ""Crib"", ""Hot water"", ""Stove"", ""Air conditioning"", ""Iron"", ""Shampoo"", ""Hot water kettle"", ""Free parking on premises"", ""Central heating"", ""Free street parking"", ""Kitchen"", ""Shared patio or balcony"", ""Fire extinguisher"", ""Wifi"", ""Coffee maker""]",113.0,2,1125,1,2,1125,1125,2.0,1125.0,15,39,69,252,282,77,3,4.96,4.96,4.96,4.96,4.98,4.96,4.95,00003001180,1,1,0,0,5.5
4118,4118,45644836,2024-12-25,city scrape,333699103,within a day,100%,100%,f,50,50,"['email', 'phone']",,37.98297119140625,23.73576164245605,Entire rental unit,Entire home/apt,5,1.0,2.0,3.0,"[""OLIVERA conditioner"", ""Coffee"", ""Dishes and silverware"", ""Luggage dropoff allowed"", ""TV"", ""Hair dryer"", ""Refrigerator"", ""Free washer \u2013 In building"", ""Essentials"", ""Heating"", ""Self check-in"", ""Safe"", ""Cooking basics"", ""Crib - available upon request"", ""Private entrance"", ""Hangers"", ""Dryer"", ""Freezer"", ""Clothing storage: closet"", ""Hot water"", ""Stove"", ""Laundromat nearby"", ""High chair - available upon request"", ""Smart lock"", ""Microwave"", ""Long term stays allowed"", ""Air conditioning"", ""Paid parking off premises"", ""Iron"", ""Room-darkening shades"", ""Bed linens"", ""Shampoo"", ""Dishwasher"", ""Smoke alarm"", ""Hot water kettle"", ""OLIVERA body soap"", ""Wine glasses"", ""Dining table"", ""Extra pillows and blankets"", ""Kitchen"", ""Elevator"", ""Wifi"", ""Coffee maker""]",170.0,1,1125,1,1,1125,1125,1.0,1125.0,19,47,74,335,13,1,0,4.85,4.62,4.92,4.92,4.92,4.85,4.69,1177837,50,50,0,0,0.25
4128,4128,45681647,2024-12-26,city scrape,25178462,within an hour,100%,96%,,26,30,"['email', 'phone']",,37.97576,23.73092,Entire rental unit,Entire home/apt,4,1.0,1.0,2.0,"[""Air conditioning"", ""Private entrance"", ""Kitchen"", ""Iron"", ""Washer"", ""Hangers"", ""TV"", ""Hair dryer"", ""Essentials"", ""Hot water"", ""Smoke alarm"", ""Wifi""]",153.0,2,1125,2,2,1125,1125,2.0,1125.0,28,58,88,363,6,0,0,4.5,4.33,4.5,4.67,4.5,5.0,4.17,00001219391,14,14,0,0,0.12
4129,4129,45694875,2024-12-25,city scrape,358366570,within an hour,100%,100%,t,2,2,['phone'],"Athina, Greece",37.98044,23.71218,Entire rental unit,Entire home/apt,3,1.0,1.0,2.0,"[""Dishes and silverware"", ""Washer"", ""Hair dryer"", ""Refrigerator"", ""Essentials"", ""Heating"", ""Hangers"", ""Oven"", ""Air conditioning"", ""City skyline view"", ""Iron"", ""Shampoo"", ""Smoke alarm"", ""First aid kit"", ""Private patio or balcony"", ""Free street parking"", ""Kitchen"", ""Fire extinguisher"", ""Elevator"", ""TV with standard cable"", ""Wifi"", ""Coffee maker""]",125.0,1,28,1,1,1125,1125,1.0,1125.0,5,27,54,174,469,103,6,4.91,4.93,4.91,4.94,4.96,4.78,4.8,00001048716,2,2,0,0,9.15
4140,4140,45744371,2024-12-26,city scrape,145033038,within an hour,100%,100%,t,3,3,"['email', 'phone']","Athina, Greece",37.96891,23.72975,Entire rental unit,Entire home/apt,4,1.0,1.0,2.0,"[""Dishes and silverware"", ""Conditioner"", ""Cleaning products"", ""Shower gel"", ""Toaster"", ""Hair dryer"", ""Refrigerator"", ""Essentials"", ""Heating"", ""Dedicated workspace"", ""Self check-in"", ""Cooking basics"", ""Ethernet connection"", ""Private entrance"", ""Hangers"", ""Freezer"", ""Clothing storage: closet"", ""Crib"", ""Hot water"", ""Keypad"", ""Laundromat nearby"", ""Air conditioning"", ""Iron"", ""Room-darkening shades"", ""Cleaning available during stay"", ""Bed linens"", ""Shampoo"", ""Mosquito net"", ""Smoke alarm"", ""Hot water kettle"", ""Wine glasses"", ""Dining table"", ""Coffee maker: drip coffee maker, Nespresso"", ""Extra pillows and blankets"", ""Private patio or balcony"", ""Kitchen"", ""Body soap"", ""Carbon monoxide alarm"", ""55 inch HDTV with Netflix"", ""Wifi""]",168.0,2,1125,2,2,1125,1125,2.0,1125.0,17,47,77,293,69,17,0,4.93,4.91,4.97,4.93,4.99,4.99,4.97,00001210130,3,3,0,0,1.61
4141,4141,45744665,2024-12-25,city scrape,53824000,within an hour,100%,100%,f,25,39,"['email', 'phone']",,37.96234,23.71991,Entire rental unit,Entire home/apt,6,2.0,2.0,2.0,"[""Breakfast"", ""Air conditioning"", ""Kitchen"", ""Iron"", ""Washer"", ""Hangers"", ""TV"", ""Hair dryer"", ""Shampoo"", ""Crib"", ""Essentials"", ""Lockbox"", ""Heating"", ""Self check-in"", ""Cooking basics"", ""Wifi""]",128.0,1,1125,1,2,1125,1125,1.6,1125.0,23,53,83,342,8,0,0,4.5,4.38,4.88,4.63,4.75,4.75,4.75,00001431155,25,25,0,0,0.26
4147,4147,46228864,2024-12-25,city scrape,123074489,within an hour,100%,100%,t,66,77,"['email', 'phone', 'work_email']","Athina, Greece",37.9643763,23.7290926,Entire rental unit,Entire home/apt,7,2.0,3.0,4.0,"[""Coffee"", ""Dishes and silverware"", ""Cleaning products"", ""Shower gel"", ""Central air conditioning"", ""Toaster"", ""Hair dryer"", ""Refrigerator"", ""Essentials"", ""Housekeeping available from 9:00\u202fAM to 3:30\u202fAM, every day - available at extra cost"", ""Dedicated workspace"", ""Self check-in"", ""Cooking basics"", ""Stainless steel electric stove"", ""Lockbox"", ""Drying rack for clothing"", ""Stainless steel oven"", ""Ethernet connection"", ""Crib - available upon request"", ""Hangers"", ""Freezer"", ""Clothing storage: closet"", ""Hot water"", ""Books and reading material"", ""Blender"", ""Laundromat nearby"", ""Microwave"", ""Long term stays allowed"", ""Iron"", ""Aqua Senses shampoo"", ""Room-darkening shades"", ""Bed linens"", ""Coffee maker: drip coffee maker"", ""Mosquito net"", ""Fair Trade conditioner"", ""Free washer \u2013 In unit"", ""Smoke alarm"", ""Hot water kettle"", ""Wine glasses"", ""First aid kit"", ""43 inch HDTV with Netflix"", ""Dining table"", ""Single level home"", ""Paid standalone high chair - available upon request"", ""Extra pillows and blankets"", ""Private patio or balcony"", ""Central heating"", ""Free street parking"", ""Kitchen"", ""Carbon monoxide alarm"", ""Aqua Senses body soap"", ""Fire extinguisher"", ""Elevator"", ""Wifi""]",181.0,2,1125,1,1,1125,1125,1.0,1125.0,19,44,74,349,181,40,1,4.67,4.73,4.72,4.88,4.91,4.73,4.7,00002471420,58,58,0,0,3.62
4148,4148,46269458,2024-12-25,city scrape,30244261,,,0%,f,2,2,"['email', 'phone']",,37.96269,23.72899,Entire rental unit,Entire home/apt,4,1.0,2.0,3.0,"[""Breakfast"", ""Smoking allowed"", ""Washer"", ""TV"", ""Hair dryer"", ""Essentials"", ""Heating"", ""Dedicated workspace"", ""Cooking basics"", ""Private entrance"", ""Pets allowed"", ""Hangers"", ""Dryer"", ""Air conditioning"", ""Iron"", ""Bed linens"", ""Shampoo"", ""Kitchen"", ""Body soap"", ""Wifi""]",100.0,1,365,1,1,1125,1125,1.0,1125.0,29,59,89,364,0,0,0,,,,,,,,,1,1,0,0,
4155,4155,45792001,2024-12-26,city scrape,25178462,within an hour,100%,96%,,26,30,"['email', 'phone']",,37.97493,23.73077,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,"[""Air conditioning"", ""Private entrance"", ""Kitchen"", ""Iron"", ""Hangers"", ""TV"", ""Hair dryer"", ""Shampoo"", ""Essentials"", ""Hot water"", ""Wifi"", ""Coffee maker""]",113.0,2,1125,2,2,1125,1125,2.0,1125.0,24,54,84,90,13,0,0,4.62,4.77,4.62,5.0,4.92,4.85,4.46,00001204277,14,14,0,0,0.26
4161,4161,45835235,2024-12-26,city scrape,369675044,within an hour,95%,100%,f,10,18,"['email', 'phone']","Athina, Greece",37.977795,23.728117,Entire rental unit,Entire home/apt,9,2.5,3.0,3.0,"[""Heating - split type ductless system"", ""Coffee"", ""Dishes and silverware"", ""Luggage dropoff allowed"", ""Cleaning products"", ""Shower gel"", ""Children\u2019s books and toys"", ""Central air conditioning"", ""Hair dryer"", ""Essentials"", ""40 inch HDTV with Amazon Prime Video, Apple TV, Netflix, standard cable"", ""Free dryer \u2013 In unit"", ""Dedicated workspace"", ""Safe"", ""Cooking basics"", ""Self check-in"", ""Lockbox"", ""Drying rack for clothing"", ""Bosch stainless steel double oven"", ""Private entrance"", ""Hangers"", ""Freezer"", ""Patio or balcony"", ""High chair"", ""Crib"", ""Hot water"", ""Baking sheet"", ""Microwave"", ""Long term stays allowed"", ""Iron"", ""Clothing storage: wardrobe"", ""Room-darkening shades"", ""Bed linens"", ""Bosch electric stove"", ""Shampoo"", ""Mosquito net"", ""Bathtub"", ""Free washer \u2013 In unit"", ""Smoke alarm"", ""Hot water kettle"", ""Wine glasses"", ""First aid kit"", ""Dining table"", ""Extra pillows and blankets"", ""Kitchen"", ""Pack \u2019n play/Travel crib"", ""Body soap"", ""Carbon monoxide alarm"", ""Bosch refrigerator"", ""Fire extinguisher"", ""Elevator"", ""Wifi"", ""Coffee maker""]",187.0,1,1125,1,1,1125,1125,1.0,1125.0,16,45,69,335,69,20,1,4.52,4.61,4.52,4.83,4.58,4.81,4.54,00000468828,9,9,0,0,1.36
4162,4162,45841735,2024-12-26,city scrape,109459906,within a day,90%,5%,f,5,5,"['email', 'phone']",,37.97973,23.72668,Entire rental unit,Entire home/apt,6,1.0,2.0,2.0,"[""Exterior security cameras on property"", ""TV"", ""Hair dryer"", ""Essentials"", ""Heating"", ""Self check-in"", ""Cooking basics"", ""Private entrance"", ""Hangers"", ""High chair"", ""Crib"", ""Keypad"", ""Air conditioning"", ""Iron"", ""Shampoo"", ""Smoke alarm"", ""First aid kit"", ""Kitchen"", ""Carbon monoxide alarm"", ""Fire extinguisher"", ""Wifi""]",170.0,1,199,1,1,199,199,1.0,199.0,30,60,90,365,2,0,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,00001774242,4,4,0,0,0.05
4163,4163,46345429,2024-12-25,city scrape,114156592,within an hour,100%,100%,t,297,310,"['email', 'phone', 'work_email']","Athina, Greece",37.96252,23.72439,Entire condo,Entire home/apt,6,2.0,2.0,4.0,"[""Coffee"", ""Dishes and silverware"", ""Luggage dropoff allowed"", ""Conditioner"", ""Cleaning products"", ""Shower gel"", ""Central air conditioning"", ""Toaster"", ""Hair dryer"", ""Refrigerator"", ""Essentials"", ""Heating"", ""Dedicated workspace"", ""Safe"", ""Cooking basics"", ""Self check-in"", ""Drying rack for clothing"", ""Trash compactor"", ""Private entrance"", ""Electric stove"", ""Hangers"", ""Sound system"", ""Crib"", ""Hot water"", ""Oven"", ""Coffee maker: Nespresso, pour-over coffee"", ""Laundromat nearby"", ""Baking sheet"", ""Microwave"", ""Long term stays allowed"", ""Iron"", ""Clothing storage: wardrobe"", ""Room-darkening shades"", ""Bed linens"", ""Paid parking garage off premises"", ""Shampoo"", ""42 inch HDTV with Netflix, premium cable"", ""Building staff"", ""Free washer \u2013 In unit"", ""Dishwasher"", ""Smoke alarm"", ""Hot water kettle"", ""Wine glasses"", ""Babysitter recommendations"", ""First aid kit"", ""Dining table"", ""Extra pillows and blankets"", ""Private patio or balcony"", ""Free street parking"", ""Kitchen"", ""Body soap"", ""Fire extinguisher"", ""Wifi""]",176.0,1,1125,1,2,1125,1125,1.9,1125.0,8,31,61,333,35,13,1,4.91,4.91,4.89,4.89,4.97,4.86,4.86,00001104732,58,42,15,0,0.8
4173,4173,45872891,2024-12-25,city scrape,371010299,within an hour,100%,100%,f,6,6,"['email', 'phone']",,37.98309,23.73398,Entire serviced apartment,Entire home/apt,2,1.0,1.0,1.0,"[""Coffee"", ""Dishes and silverware"", ""Exterior security cameras on property"", ""Conditioner"", ""Shower gel"", ""Hair dryer"", ""Refrigerator"", ""Essentials"", ""Heating"", ""Self check-in"", ""Safe"", ""Pets allowed"", ""Hangers"", ""Crib"", ""Hot water"", ""Smart lock"", ""Microwave"", ""Long term stays allowed"", ""Air conditioning"", ""Clothing storage: wardrobe"", ""Room-darkening shades"", ""Cleaning available during stay"", ""Bed linens"", ""Mini fridge"", ""Shampoo"", ""Coffee maker: Nespresso"", ""Smoke alarm"", ""Hot water kettle"", ""Wine glasses"", ""First aid kit"", ""Extra pillows and blankets"", ""Body soap"", ""32 inch HDTV with standard cable"", ""Kitchenette"", ""Elevator"", ""Wifi""]",104.0,1,1125,1,7,1125,1125,4.6,1125.0,7,10,26,275,25,0,0,4.96,4.84,4.92,5.0,4.76,4.64,4.8,00001161638,6,6,0,0,0.58
4176,4176,45888865,2024-12-26,city scrape,369675044,within an hour,95%,100%,f,10,18,"['email', 'phone']","Athina, Greece",37.977795,23.728117,Entire rental unit,Entire home/apt,6,1.0,2.0,2.0,"[""Coffee"", ""Dishes and silverware"", ""Luggage dropoff allowed"", ""Cleaning products"", ""Shower gel"", ""Central air conditioning"", ""Clothing storage: wardrobe and dresser"", ""Hair dryer"", ""Refrigerator"", ""Essentials"", ""Heating"", ""Dedicated workspace"", ""Safe"", ""Cooking basics"", ""Self check-in"", ""Lockbox"", ""Drying rack for clothing"", ""Bidet"", ""Ethernet connection"", ""Private entrance"", ""Pets allowed"", ""Hangers"", ""Hot water"", ""Laundromat nearby"", ""Microwave"", ""Long term stays allowed"", ""Paid parking lot off premises"", ""City skyline view"", ""Iron"", ""Room-darkening shades"", ""Bed linens"", ""Coffee maker: drip coffee maker"", ""Shampoo"", ""Hot water kettle"", ""Wine glasses"", ""Dining table"", ""First aid kit"", ""Extra pillows and blankets"", ""Free street parking"", ""Shared backyard \u2013 Fully fenced"", ""Kitchen"", ""Body soap"", ""40 inch HDTV with Netflix, standard cable"", ""Shared patio or balcony"", ""Changing table"", ""Pack \u2019n play/Travel crib - available upon request"", ""Fire extinguisher"", ""Elevator"", ""Folding or convertible high chair - available upon request"", ""Portable fans"", ""Wifi""]",144.0,1,1125,1,1,1125,1125,1.0,1125.0,21,51,81,349,38,8,0,4.66,4.58,4.66,4.95,4.61,4.95,4.66,00000468679,9,9,0,0,0.83
4178,4178,46409008,2024-12-25,city scrape,375507678,within an hour,100%,96%,t,1,1,"['email', 'phone']","Athina, Greece",37.97876,23.73986,Entire condo,Entire home/apt,2,1.0,0.0,1.0,"[""Host greets you"", ""Induction stove"", ""Fast wifi \u2013 90 Mbps"", ""Dishes and silverware"", ""Cleaning products"", ""Shower gel"", ""Hair dryer"", ""Refrigerator"", ""Washer \u2013\u00a0In unit"", ""Essentials"", ""Cooking basics"", ""Drying rack for clothing"", ""Ethernet connection"", ""Dryer \u2013\u00a0In unit"", ""Hangers"", ""Freezer"", ""Clothing storage: closet"", ""Hot water"", ""Oven"", ""Air conditioning"", ""Iron"", ""Room-darkening shades"", ""Bed linens"", ""Outdoor dining area"", ""Shampoo"", ""50 inch HDTV with Netflix"", ""Coffee maker: Nespresso"", ""Dishwasher"", ""Smoke alarm"", ""First aid kit"", ""Single level home"", ""Outdoor furniture"", ""Extra pillows and blankets"", ""Private patio or balcony"", ""Central heating"", ""Kitchen"", ""Body soap"", ""Elevator""]",103.0,3,15,3,3,15,15,3.0,15.0,15,39,45,45,97,31,2,5.0,4.99,4.99,5.0,4.99,4.99,4.98,00001091955,1,1,0,0,1.99
4183,4183,46544267,2024-12-25,city scrape,376392760,within an hour,100%,97%,t,14,18,"['email', 'phone']","Athina, Greece",37.98262,23.71903,Entire rental unit,Entire home/apt,6,3.0,2.0,2.0,"[""Luggage dropoff allowed"", ""Dishes and silverware"", ""Washer"", ""Cleaning products"", ""Shower gel"", ""TV"", ""Toaster"", ""Hair dryer"", ""Refrigerator"", ""Essentials"", ""Heating"", ""Dedicated workspace"", ""Self check-in"", ""Cooking basics"", ""Drying rack for clothing"", ""Ethernet connection"", ""Private entrance"", ""Electric stove"", ""Hangers"", ""Freezer"", ""Sound system"", ""High chair"", ""Private backyard"", ""Crib"", ""Hot water"", ""Keypad"", ""Baking sheet"", ""Microwave"", ""Long term stays allowed"", ""Air conditioning"", ""Iron"", ""Room-darkening shades"", ""Bed linens"", ""Mini fridge"", ""Shampoo"", ""Mosquito net"", ""Smoke alarm"", ""Hot water kettle"", ""Wine glasses"", ""First aid kit"", ""Dining table"", ""Extra pillows and blankets"", ""Board games"", ""Kitchen"", ""Body soap"", ""Carbon monoxide alarm"", ""Wifi"", ""Coffee maker""]",129.0,2,1125,2,2,1125,1125,2.0,1125.0,30,60,87,359,46,4,1,4.78,4.87,4.83,4.87,4.91,4.59,4.67,00001354761,11,11,0,0,1.08
4188,4188,45903549,2024-12-25,city scrape,333699103,within a day,100%,100%,f,50,50,"['email', 'phone']",,37.982933,23.73596,Entire rental unit,Entire home/apt,4,1.0,1.0,2.0,"[""OLIVERA conditioner"", ""Coffee"", ""Dishes and silverware"", ""Luggage dropoff allowed"", ""TV"", ""Hair dryer"", ""Refrigerator"", ""Free washer \u2013 In building"", ""Heating"", ""Dedicated workspace"", ""Safe"", ""Cooking basics"", ""Self check-in"", ""Crib - available upon request"", ""Private entrance"", ""Hangers"", ""Freezer"", ""Clothing storage: closet"", ""Hot water"", ""Stove"", ""Laundromat nearby"", ""High chair - available upon request"", ""Smart lock"", ""Microwave"", ""Long term stays allowed"", ""Air conditioning"", ""Paid parking off premises"", ""Iron"", ""Room-darkening shades"", ""Bed linens"", ""Shampoo"", ""Dishwasher"", ""Smoke alarm"", ""Hot water kettle"", ""OLIVERA body soap"", ""Wine glasses"", ""Dining table"", ""Kitchen"", ""Free dryer \u2013 In building"", ""Elevator"", ""Wifi"", ""Coffee maker""]",152.0,1,1125,1,1,1125,1125,1.0,1125.0,26,54,84,359,30,0,0,4.97,5.0,4.93,5.0,5.0,4.97,4.73,1177837,50,50,0,0,0.59
4201,4201,45988505,2024-12-26,city scrape,109459906,within a day,90%,5%,f,5,5,"['email', 'phone']",,37.97764,23.72654,Entire condo,Entire home/apt,4,1.0,1.0,2.0,"[""Breakfast"", ""Dishes and silverware"", ""TV"", ""Hair dryer"", ""Essentials"", ""Heating"", ""Self check-in"", ""Safe"", ""Cooking basics"", ""Private entrance"", ""Clothing storage"", ""Hangers"", ""Patio or balcony"", ""Crib"", ""Hot water"", ""Smart lock"", ""Air conditioning"", ""City skyline view"", ""Iron"", ""Room-darkening shades"", ""Mountain view"", ""Mini fridge"", ""Shampoo"", ""Hot water kettle"", ""Wine glasses"", ""Outdoor furniture"", ""Kitchen"", ""Pack \u2019n play/Travel crib"", ""Elevator"", ""Wifi"", ""Coffee maker""]",160.0,1,200,1,1,200,200,1.0,200.0,30,60,90,365,1,1,0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,00001774290,4,4,0,0,0.28
4202,4202,45989282,2024-12-26,city scrape,109459906,within a day,90%,5%,f,5,5,"['email', 'phone']",,37.97764,23.72654,Entire condo,Entire home/apt,2,1.0,1.0,1.0,"[""TV"", ""Hair dryer"", ""Essentials"", ""Heating"", ""Self check-in"", ""Cooking basics"", ""Private entrance"", ""Hangers"", ""Crib"", ""Keypad"", ""Air conditioning"", ""City skyline view"", ""Iron"", ""Mountain view"", ""Shampoo"", ""First aid kit"", ""Kitchen"", ""Pack \u2019n play/Travel crib"", ""Fire extinguisher"", ""Wifi""]",110.0,1,200,1,1,200,200,1.0,200.0,30,60,90,365,1,0,0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,00001774290,4,4,0,0,0.04
4205,4205,46014679,2024-12-25,city scrape,333699103,within a day,100%,100%,f,50,50,"['email', 'phone']",,37.982861,23.735552,Entire rental unit,Entire home/apt,5,1.0,2.0,3.0,"[""OLIVERA conditioner"", ""Coffee"", ""Dishes and silverware"", ""Luggage dropoff allowed"", ""TV"", ""Hair dryer"", ""Refrigerator"", ""Free washer \u2013 In building"", ""Heating"", ""Self check-in"", ""Safe"", ""Cooking basics"", ""Crib - available upon request"", ""Private entrance"", ""Hangers"", ""Freezer"", ""Clothing storage: closet"", ""Hot water"", ""Stove"", ""Laundromat nearby"", ""High chair - available upon request"", ""Smart lock"", ""Microwave"", ""Long term stays allowed"", ""Air conditioning"", ""Paid parking off premises"", ""Iron"", ""Room-darkening shades"", ""Bed linens"", ""Shampoo"", ""Dishwasher"", ""Smoke alarm"", ""Hot water kettle"", ""Wine glasses"", ""Dining table"", ""Extra pillows and blankets"", ""Free dryer \u2013 In building"", ""Elevator"", ""Wifi"", ""Coffee maker: espresso machine""]",167.0,1,1125,1,1,1125,1125,1.0,1125.0,21,51,81,355,4,0,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1177837,50,50,0,0,0.09
4208,4208,46830431,2024-12-26,city scrape,368104009,within an hour,100%,100%,,13,13,"['email', 'phone']","Athina, Greece",37.97725,23.72213,Entire serviced apartment,Entire home/apt,4,1.0,1.0,1.0,"[""Air conditioning"", ""Self check-in"", ""Dishes and silverware"", ""Hangers"", ""Exterior security cameras on property"", ""TV"", ""Hair dryer"", ""Shampoo"", ""Refrigerator"", ""Crib"", ""Essentials"", ""Keypad"", ""Heating"", ""Dedicated workspace"", ""Wifi"", ""Coffee maker""]",141.0,1,1125,1,3,1125,1125,1.9,1125.0,6,34,51,260,86,1,0,4.76,4.87,4.86,4.92,4.97,4.78,4.79,1048288,4,4,0,0,1.83
4210,4210,46861241,2024-12-26,city scrape,368104009,within an hour,100%,100%,,13,13,"['email', 'phone']","Athina, Greece",37.97799,23.72402,Entire serviced apartment,Entire home/apt,7,1.5,2.0,5.0,"[""Air conditioning"", ""Kitchen"", ""Self check-in"", ""Exterior security cameras on property"", ""TV"", ""Shampoo"", ""Crib"", ""Essentials"", ""Keypad"", ""Heating"", ""Dedicated workspace"", ""Wifi""]",168.0,1,1125,1,3,1125,1125,1.9,1125.0,19,42,66,282,21,4,0,4.67,4.76,4.76,4.86,4.86,4.52,4.67,1048288,4,4,0,0,0.48
4221,4221,46131802,2024-12-26,city scrape,333699103,within a day,100%,100%,f,50,50,"['email', 'phone']",,37.97677612304688,23.73008155822754,Entire rental unit,Entire home/apt,4,1.0,1.0,2.0,"[""OLIVERA conditioner"", ""Coffee"", ""Dishes and silverware"", ""TV"", ""Hair dryer"", ""Free washer \u2013 In building"", ""Heating"", ""Self check-in"", ""Safe"", ""Cooking basics"", ""Crib - available upon request"", ""Private entrance"", ""Hangers"", ""Clothing storage: closet"", ""Hot water"", ""Stove"", ""High chair - available upon request"", ""Smart lock"", ""Microwave"", ""Long term stays allowed"", ""Air conditioning"", ""Iron"", ""Room-darkening shades"", ""Bed linens"", ""Outdoor dining area"", ""Shampoo"", ""Dishwasher"", ""Smoke alarm"", ""Hot water kettle"", ""Wine glasses"", ""Kitchen"", ""Free dryer \u2013 In building"", ""Elevator"", ""Wifi"", ""Coffee maker""]",176.0,1,1125,1,2,1125,1125,1.1,1125.0,26,56,86,361,1,1,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1145114,50,50,0,0,0.19
