,Unnamed: 0,id,last_scraped,source,host_id,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_listings_count,host_total_listings_count,host_verifications,neighbourhood,latitude,longitude,property_type,room_type,accommodates,bathrooms,bedrooms,beds,amenities,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,license,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month
3167,3167,36194131,2024-12-25,city scrape,187720552,within an hour,97%,84%,f,46,68,"['email', 'phone']",,37.98882,23.7663,Private room in rental unit,Private room,1,1.0,1.0,1.0,"[""Private living room"", ""Air conditioning"", ""Private entrance"", ""Kitchen"", ""Iron"", ""Lock on bedroom door"", ""Washer"", ""Hangers"", ""Dishes and silverware"", ""Patio or balcony"", ""TV"", ""Hair dryer"", ""Essentials"", ""Hot water"", ""Fire extinguisher"", ""Elevator"", ""Heating"", ""Wifi""]",33.0,5,150,5,5,150,150,5.0,150.0,30,60,90,365,15,5,0,4.87,4.8,4.47,4.93,4.8,4.87,4.47,00001948057,44,19,25,0,0.27
3177,3177,36194505,2024-12-25,city scrape,5762503,within an hour,100%,100%,t,4,5,"['email', 'phone']","Athina, Greece",37.98581,23.73099,Private room in rental unit,Private room,2,1.5,1.0,1.0,"[""Coffee"", ""Dishes and silverware"", ""Smoking allowed"", ""Conditioner"", ""Cleaning products"", ""Shower gel"", ""Toaster"", ""Hair dryer"", ""Refrigerator"", ""Essentials"", ""Heating"", ""Dedicated workspace"", ""Self check-in"", ""Cooking basics"", ""Lockbox"", ""Hangers"", ""Freezer"", ""Sound system"", ""Clothing storage: closet"", ""Hot water"", ""Oven"", ""Stove"", ""Blender"", ""Laundromat nearby"", ""Baking sheet"", ""Microwave"", ""Air conditioning"", ""Paid parking off premises"", ""Iron"", ""Room-darkening shades"", ""Bed linens"", ""Shampoo"", ""Mosquito net"", ""Hot water kettle"", ""Wine glasses"", ""Dining table"", ""First aid kit"", ""Single level home"", ""Barbecue utensils"", ""Private patio or balcony"", ""Kitchen"", ""Lock on bedroom door"", ""Body soap"", ""Fire extinguisher"", ""Elevator"", ""Wifi"", ""Coffee maker""]",23.0,2,31,2,2,1125,1125,2.0,1125.0,3,25,38,167,151,41,0,4.81,4.88,4.85,4.77,4.85,4.46,4.85,00001889571,4,1,3,0,2.27
3189,3189,37106154,2024-12-25,city scrape,63903716,within an hour,100%,97%,t,62,64,"['email', 'phone']","Athina, Greece",37.988059997558594,23.72802352905273,Private room in condo,Private room,2,1.0,1.0,1.0,"[""Host greets you"", ""Private living room"", ""Forno electric stove"", ""Luggage dropoff allowed"", ""Dishes and silverware"", ""Shower gel"", ""Hair dryer"", ""Refrigerator"", ""Essentials"", ""Heating"", ""Dedicated workspace"", ""Cooking basics"", ""Drying rack for clothing"", ""Clothing storage"", ""Baby safety gates"", ""Hangers"", ""Freezer"", ""Fast wifi \u2013 288 Mbps"", ""Crib"", ""Hot water"", ""Oven"", ""High chair - available upon request"", ""Baking sheet"", ""Long term stays allowed"", ""Paid parking off premises"", ""City skyline view"", ""Iron"", ""Room-darkening shades"", ""Bed linens"", ""AC - split type ductless system"", ""Outdoor dining area"", ""Shampoo"", ""Mosquito net"", ""Bathtub"", ""BBQ grill"", ""Free washer \u2013 In unit"", ""Hot water kettle"", ""Wine glasses"", ""Dining table"", ""First aid kit"", ""Paid dryer \u2013 In building"", ""Extra pillows and blankets"", ""Barbecue utensils"", ""Outdoor furniture"", ""Free street parking"", ""Kitchen"", ""Lock on bedroom door"", ""Body soap"", ""Shared patio or balcony"", ""Pack \u2019n play/Travel crib - available upon request"", ""Fire extinguisher"", ""Elevator""]",16.0,2,1125,2,2,1125,1125,2.0,1125.0,0,0,8,283,21,4,2,4.86,4.9,4.62,4.95,4.86,4.62,4.86,00001642947,61,18,43,0,0.5
3290,3290,38174122,2024-12-25,city scrape,288784224,within a few hours,100%,100%,f,14,14,"['email', 'phone']","Athina, Greece",37.9801,23.73911,Room in aparthotel,Hotel room,2,1.0,0.0,1.0,"[""Breakfast"", ""Luggage dropoff allowed"", ""Dishes and silverware"", ""Shower gel"", ""Central air conditioning"", ""Hair dryer"", ""Refrigerator"", ""Essentials"", ""Self check-in"", ""Cooking basics"", ""Gym"", ""Hangers"", ""Patio or balcony"", ""High chair"", ""Hot water"", ""Oven"", ""Keypad"", ""Stove"", ""Shared outdoor pool - available seasonally"", ""Microwave"", ""Iron"", ""Room-darkening shades"", ""Cleaning available during stay"", ""Bed linens"", ""Paid parking garage off premises"", ""Shampoo"", ""First aid kit"", ""Single level home"", ""Central heating"", ""Kitchen"", ""Pack \u2019n play/Travel crib"", ""Fire extinguisher"", ""Elevator"", ""HDTV"", ""Wifi"", ""Coffee maker""]",129.0,1,1125,1,2,1125,1125,1.0,1125.0,20,42,72,279,7,2,0,5.0,5.0,5.0,5.0,5.0,4.86,4.71,1181536,14,0,0,0,0.13
3300,3300,38174172,2024-12-25,city scrape,288784224,within a few hours,100%,100%,f,14,14,"['email', 'phone']","Athina, Greece",37.98001,23.73942,Room in aparthotel,Hotel room,4,1.0,1.0,1.0,"[""Breakfast"", ""Luggage dropoff allowed"", ""Dishes and silverware"", ""Central air conditioning"", ""Hair dryer"", ""Refrigerator"", ""Essentials"", ""Self check-in"", ""Cooking basics"", ""Gym"", ""Hangers"", ""High chair"", ""Hot water"", ""Oven"", ""Keypad"", ""Stove"", ""Shared outdoor pool - available seasonally"", ""Microwave"", ""Iron"", ""Room-darkening shades"", ""Cleaning available during stay"", ""Bed linens"", ""Paid parking garage off premises"", ""Shampoo"", ""First aid kit"", ""Single level home"", ""Central heating"", ""Kitchen"", ""Pack \u2019n play/Travel crib"", ""Fire extinguisher"", ""Elevator"", ""HDTV"", ""Wifi"", ""Coffee maker""]",156.0,1,1125,1,2,1125,1125,1.0,1125.0,22,49,76,289,4,0,0,5.0,5.0,4.75,5.0,5.0,5.0,4.75,1181536,14,0,0,0,0.09
3301,3301,38174219,2024-12-25,city scrape,288784224,within a few hours,100%,100%,f,14,14,"['email', 'phone']","Athina, Greece",37.98025,23.73925,Room in aparthotel,Hotel room,4,1.0,1.0,2.0,"[""Breakfast"", ""Luggage dropoff allowed"", ""Dishes and silverware"", ""Shower gel"", ""Central air conditioning"", ""Hair dryer"", ""Refrigerator"", ""Essentials"", ""Self check-in"", ""Cooking basics"", ""Gym"", ""Hangers"", ""Patio or balcony"", ""High chair"", ""Hot water"", ""Oven"", ""Keypad"", ""Stove"", ""Shared outdoor pool - available seasonally"", ""Microwave"", ""Iron"", ""Room-darkening shades"", ""Cleaning available during stay"", ""Bed linens"", ""Paid parking garage off premises"", ""Shampoo"", ""First aid kit"", ""Central heating"", ""Kitchen"", ""Pack \u2019n play/Travel crib"", ""Fire extinguisher"", ""Elevator"", ""HDTV"", ""Wifi"", ""Coffee maker""]",156.0,1,1125,1,2,1125,1125,1.0,1125.0,20,48,77,266,8,2,0,4.88,4.75,4.75,4.88,5.0,4.63,4.75,1181536,14,0,0,0,0.19
3302,3302,38174347,2024-12-26,previous scrape,288784224,within a few hours,100%,100%,f,14,14,"['email', 'phone']","Athina, Greece",37.97991,23.73904,Room in aparthotel,Hotel room,2,,,,"[""Breakfast"", ""Shared pool"", ""Luggage dropoff allowed"", ""Dishes and silverware"", ""Shower gel"", ""Central air conditioning"", ""Hair dryer"", ""Refrigerator"", ""Essentials"", ""Self check-in"", ""Cooking basics"", ""Gym"", ""Hangers"", ""High chair"", ""Hot water"", ""Oven"", ""Keypad"", ""Stove"", ""Microwave"", ""Iron"", ""Room-darkening shades"", ""Cleaning available during stay"", ""Bed linens"", ""Paid parking garage off premises"", ""Shampoo"", ""First aid kit"", ""Single level home"", ""Central heating"", ""Kitchen"", ""Pack \u2019n play/Travel crib"", ""Fire extinguisher"", ""Elevator"", ""HDTV"", ""Wifi"", ""Coffee maker""]",,1,1125,1,2,1125,1125,1.0,1125.0,17,32,58,270,1,0,0,4.0,5.0,4.0,5.0,5.0,3.0,2.0,1181536,14,0,0,0,0.02
3303,3303,38174394,2024-12-25,city scrape,288784224,within a few hours,100%,100%,f,14,14,"['email', 'phone']","Athina, Greece",37.98082,23.74128,Room in aparthotel,Hotel room,4,1.0,1.0,2.0,"[""Breakfast"", ""Luggage dropoff allowed"", ""Dishes and silverware"", ""Shower gel"", ""Central air conditioning"", ""Hair dryer"", ""Refrigerator"", ""Essentials"", ""Self check-in"", ""Cooking basics"", ""Gym"", ""Hangers"", ""Patio or balcony"", ""High chair"", ""Hot water"", ""Oven"", ""Keypad"", ""Shared outdoor pool - available seasonally"", ""Private hot tub"", ""Microwave"", ""Iron"", ""Room-darkening shades"", ""Cleaning available during stay"", ""Bed linens"", ""Paid parking garage off premises"", ""Shampoo"", ""Bathtub"", ""First aid kit"", ""Single level home"", ""Central heating"", ""Kitchen"", ""Pack \u2019n play/Travel crib"", ""Fire extinguisher"", ""Elevator"", ""HDTV"", ""Wifi"", ""Coffee maker""]",201.0,1,1125,1,2,1125,1125,1.0,1125.0,19,43,73,313,16,2,0,4.56,4.63,4.75,4.88,4.5,4.38,4.25,1181536,14,0,0,0,0.27
3304,3304,38174437,2024-12-25,city scrape,288784224,within a few hours,100%,100%,f,14,14,"['email', 'phone']","Athina, Greece",37.97997,23.73954,Room in aparthotel,Hotel room,6,1.0,2.0,3.0,"[""Breakfast"", ""Luggage dropoff allowed"", ""Dishes and silverware"", ""Shower gel"", ""Central air conditioning"", ""Hair dryer"", ""Refrigerator"", ""Essentials"", ""Self check-in"", ""Cooking basics"", ""Gym"", ""Hangers"", ""High chair"", ""Hot water"", ""Oven"", ""Keypad"", ""Stove"", ""Shared outdoor pool - available seasonally"", ""Microwave"", ""Iron"", ""Room-darkening shades"", ""Cleaning available during stay"", ""Bed linens"", ""Paid parking garage off premises"", ""Shampoo"", ""Dishwasher"", ""First aid kit"", ""Single level home"", ""Private patio or balcony"", ""Central heating"", ""Kitchen"", ""Pack \u2019n play/Travel crib"", ""Fire extinguisher"", ""Elevator"", ""HDTV"", ""Wifi"", ""Coffee maker""]",233.0,1,1125,1,2,1125,1125,1.0,1125.0,24,54,84,278,10,2,0,4.7,4.8,4.8,4.9,4.9,4.7,4.6,1181536,14,0,0,0,0.25
3305,3305,38174547,2024-12-25,city scrape,288784224,within a few hours,100%,100%,f,14,14,"['email', 'phone']","Athina, Greece",37.9822,23.73975,Room in aparthotel,Hotel room,4,1.0,1.0,2.0,"[""Breakfast"", ""Luggage dropoff allowed"", ""Dishes and silverware"", ""Central air conditioning"", ""Hair dryer"", ""Refrigerator"", ""Essentials"", ""Self check-in"", ""Cooking basics"", ""Gym"", ""Hangers"", ""Patio or balcony"", ""High chair"", ""Hot water"", ""Oven"", ""Keypad"", ""Stove"", ""Shared outdoor pool - available seasonally"", ""Private hot tub"", ""Microwave"", ""Iron"", ""Room-darkening shades"", ""Cleaning available during stay"", ""Bed linens"", ""Shampoo"", ""Bathtub"", ""First aid kit"", ""Single level home"", ""Central heating"", ""Kitchen"", ""Pack \u2019n play/Travel crib"", ""Fire extinguisher"", ""Elevator"", ""HDTV"", ""Wifi"", ""Coffee maker""]",216.0,1,1125,1,2,1125,1125,1.0,1125.0,19,49,79,320,12,2,0,4.0,3.92,4.33,4.08,4.08,4.08,3.83,1181536,14,0,0,0,0.22
3306,3306,38174612,2024-12-25,city scrape,288784224,within a few hours,100%,100%,f,14,14,"['email', 'phone']","Athina, Greece",37.98065,23.74104,Room in aparthotel,Hotel room,2,1.0,0.0,1.0,"[""Breakfast"", ""Luggage dropoff allowed"", ""Dishes and silverware"", ""Shower gel"", ""Central air conditioning"", ""Hair dryer"", ""Refrigerator"", ""Essentials"", ""Self check-in"", ""Cooking basics"", ""Gym"", ""Hangers"", ""Patio or balcony"", ""High chair"", ""Hot water"", ""Oven"", ""Keypad"", ""Stove"", ""Shared outdoor pool - available seasonally"", ""Microwave"", ""Iron"", ""Room-darkening shades"", ""Cleaning available during stay"", ""Bed linens"", ""Paid parking garage off premises"", ""Shampoo"", ""First aid kit"", ""Single level home"", ""Central heating"", ""Kitchen"", ""Pack \u2019n play/Travel crib"", ""Fire extinguisher"", ""Elevator"", ""HDTV"", ""Wifi"", ""Coffee maker""]",137.0,1,1125,1,2,1125,1125,1.0,1125.0,15,39,64,266,7,1,0,4.71,5.0,4.71,5.0,5.0,4.57,4.57,1181536,14,0,0,0,0.13
3315,3315,38174783,2024-12-25,city scrape,288784224,within a few hours,100%,100%,f,14,14,"['email', 'phone']","Athina, Greece",37.98019,23.74069,Room in aparthotel,Hotel room,4,1.0,1.0,2.0,"[""Breakfast"", ""Luggage dropoff allowed"", ""Dishes and silverware"", ""Shower gel"", ""Central air conditioning"", ""Hair dryer"", ""Refrigerator"", ""Essentials"", ""Self check-in"", ""Cooking basics"", ""Gym"", ""Hangers"", ""High chair"", ""Hot water"", ""Oven"", ""Keypad"", ""Stove"", ""Shared outdoor pool - available seasonally"", ""Microwave"", ""Iron"", ""Room-darkening shades"", ""Cleaning available during stay"", ""Bed linens"", ""Paid parking garage off premises"", ""Shampoo"", ""First aid kit"", ""Single level home"", ""Private patio or balcony"", ""Central heating"", ""Kitchen"", ""Pack \u2019n play/Travel crib"", ""Fire extinguisher"", ""Elevator"", ""HDTV"", ""Wifi"", ""Coffee maker""]",156.0,1,1125,1,2,1125,1125,1.0,1125.0,20,50,80,301,4,1,0,4.5,4.75,4.75,4.75,4.75,4.5,4.25,1181536,14,0,0,0,0.08
3316,3316,38174825,2024-12-25,city scrape,288784224,within a few hours,100%,100%,f,14,14,"['email', 'phone']","Athina, Greece",37.98171,23.73897,Room in aparthotel,Hotel room,6,1.0,2.0,3.0,"[""Breakfast"", ""Luggage dropoff allowed"", ""Dishes and silverware"", ""Shower gel"", ""Central air conditioning"", ""Hair dryer"", ""Refrigerator"", ""Essentials"", ""Self check-in"", ""Cooking basics"", ""Gym"", ""Hangers"", ""High chair"", ""Hot water"", ""Oven"", ""Keypad"", ""Stove"", ""Shared outdoor pool - available seasonally"", ""Microwave"", ""Iron"", ""Room-darkening shades"", ""Cleaning available during stay"", ""Bed linens"", ""Paid parking garage off premises"", ""Shampoo"", ""First aid kit"", ""Single level home"", ""Private patio or balcony"", ""Central heating"", ""Kitchen"", ""Pack \u2019n play/Travel crib"", ""Fire extinguisher"", ""Elevator"", ""HDTV"", ""Wifi"", ""Coffee maker""]",219.0,1,1125,1,2,1125,1125,1.0,1125.0,19,42,69,270,5,2,0,5.0,4.8,4.4,5.0,5.0,4.8,4.6,1181536,14,0,0,0,0.08
3317,3317,38174886,2024-12-25,city scrape,288784224,within a few hours,100%,100%,f,14,14,"['email', 'phone']","Athina, Greece",37.98136,23.73917,Room in aparthotel,Hotel room,2,1.0,1.0,1.0,"[""Breakfast"", ""Luggage dropoff allowed"", ""Dishes and silverware"", ""Central air conditioning"", ""Hair dryer"", ""Refrigerator"", ""Essentials"", ""Self check-in"", ""Cooking basics"", ""Gym"", ""Hangers"", ""High chair"", ""Hot water"", ""Oven"", ""Keypad"", ""Stove"", ""Shared outdoor pool - available seasonally"", ""Microwave"", ""Iron"", ""Room-darkening shades"", ""Cleaning available during stay"", ""Bed linens"", ""Paid parking garage off premises"", ""Shampoo"", ""First aid kit"", ""Single level home"", ""Central heating"", ""Kitchen"", ""Pack \u2019n play/Travel crib"", ""Fire extinguisher"", ""Elevator"", ""HDTV"", ""Wifi"", ""Coffee maker""]",156.0,1,1125,1,2,1125,1125,1.0,1125.0,25,55,85,335,0,0,0,,,,,,,,1181536,14,0,0,0,
3318,3318,38175047,2024-12-25,city scrape,288784224,within a few hours,100%,100%,f,14,14,"['email', 'phone']","Athina, Greece",37.98018,23.74082,Room in aparthotel,Hotel room,2,1.0,1.0,1.0,"[""Breakfast"", ""Luggage dropoff allowed"", ""Dishes and silverware"", ""Central air conditioning"", ""Hair dryer"", ""Refrigerator"", ""Essentials"", ""Self check-in"", ""Cooking basics"", ""Gym"", ""Hangers"", ""High chair"", ""Hot water"", ""Oven"", ""Keypad"", ""Stove"", ""Shared outdoor pool - available seasonally"", ""Microwave"", ""Paid parking off premises"", ""Iron"", ""Room-darkening shades"", ""Cleaning available during stay"", ""Bed linens"", ""Shampoo"", ""First aid kit"", ""Single level home"", ""Private patio or balcony"", ""Central heating"", ""Kitchen"", ""Pack \u2019n play/Travel crib"", ""Fire extinguisher"", ""Elevator"", ""HDTV"", ""Wifi"", ""Coffee maker""]",156.0,1,1125,1,2,1125,1125,1.0,1125.0,20,50,80,340,1,0,0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,1181536,14,0,0,0,0.06
3319,3319,38175092,2024-12-25,city scrape,288784224,within a few hours,100%,100%,f,14,14,"['email', 'phone']","Athina, Greece",37.98015,23.73927,Room in aparthotel,Hotel room,4,1.0,1.0,1.0,"[""Breakfast"", ""Luggage dropoff allowed"", ""Dishes and silverware"", ""Central air conditioning"", ""Hair dryer"", ""Refrigerator"", ""Essentials"", ""Self check-in"", ""Cooking basics"", ""Gym"", ""Hangers"", ""High chair"", ""Hot water"", ""Oven"", ""Keypad"", ""Stove"", ""Shared outdoor pool - available seasonally"", ""Microwave"", ""Iron"", ""Room-darkening shades"", ""Cleaning available during stay"", ""Bed linens"", ""Paid parking garage off premises"", ""Shampoo"", ""First aid kit"", ""Single level home"", ""Central heating"", ""Kitchen"", ""Pack \u2019n play/Travel crib"", ""Fire extinguisher"", ""Elevator"", ""HDTV"", ""Wifi"", ""Coffee maker""]",156.0,1,1125,1,2,1125,1125,1.0,1125.0,21,51,81,315,0,0,0,,,,,,,,1181536,14,0,0,0,
3320,3320,38175360,2024-12-25,city scrape,288784224,within a few hours,100%,100%,f,14,14,"['email', 'phone']","Athina, Greece",37.98039,23.73926,Room in aparthotel,Hotel room,2,1.0,0.0,1.0,"[""Breakfast"", ""Luggage dropoff allowed"", ""Dishes and silverware"", ""Shower gel"", ""Central air conditioning"", ""Hair dryer"", ""Refrigerator"", ""Essentials"", ""Self check-in"", ""Cooking basics"", ""Gym"", ""Hangers"", ""Patio or balcony"", ""High chair"", ""Hot water"", ""Oven"", ""Keypad"", ""Stove"", ""Shared outdoor pool - available seasonally"", ""Microwave"", ""Iron"", ""Room-darkening shades"", ""Cleaning available during stay"", ""Bed linens"", ""Paid parking garage off premises"", ""Shampoo"", ""First aid kit"", ""Single level home"", ""Central heating"", ""Kitchen"", ""Pack \u2019n play/Travel crib"", ""Fire extinguisher"", ""Elevator"", ""HDTV"", ""Wifi"", ""Coffee maker""]",129.0,1,1125,1,2,1125,1125,1.0,1125.0,18,32,49,257,10,0,0,4.8,4.6,4.6,5.0,4.9,4.7,4.4,1181536,14,0,0,0,0.19
3321,3321,38177511,2024-12-25,city scrape,2089542,within an hour,100%,92%,f,55,77,"['email', 'phone']",,37.96589,23.72423,Private room in rental unit,Private room,2,1.0,1.0,1.0,"[""Air conditioning"", ""Kitchen"", ""Iron"", ""Washer"", ""Hangers"", ""Elevator"", ""Bed linens"", ""Hair dryer"", ""Shampoo"", ""Essentials"", ""Hot water"", ""Oven"", ""Hot water kettle"", ""Heating"", ""Dedicated workspace"", ""Microwave"", ""Wifi""]",39.0,1,5,1,1,5,5,1.0,5.0,30,60,90,365,19,3,0,4.32,4.53,4.11,4.42,4.47,4.68,4.37,00000847588,53,11,42,0,0.44
3348,3348,37848932,2024-12-26,city scrape,180442365,within an hour,100%,18%,f,11,11,"['email', 'phone']","Athina, Greece",37.97962,23.72704,Private room in rental unit,Private room,2,1.0,1.0,1.0,"[""Shower gel"", ""TV"", ""Hair dryer"", ""Essentials"", ""Heating"", ""Self check-in"", ""Safe"", ""Lockbox"", ""Private entrance"", ""Hangers"", ""Hot water"", ""Long term stays allowed"", ""Air conditioning"", ""Bed linens"", ""Mini fridge"", ""Shampoo"", ""Extra pillows and blankets"", ""Free street parking"", ""Body soap"", ""Wifi""]",55.0,1,90,1,1,90,90,1.0,90.0,26,56,86,358,11,3,0,4.09,4.27,4.45,4.64,4.64,4.45,4.18,00000831625,10,5,5,0,0.26
3368,3368,38367574,2024-12-25,city scrape,237434038,within an hour,100%,93%,f,10,12,"['email', 'phone']","Athina, Greece",37.99631,23.72039,Room in serviced apartment,Hotel room,2,1.0,1.0,1.0,"[""Luggage dropoff allowed"", ""Dishes and silverware"", ""HDTV with Netflix, standard cable"", ""Shower gel"", ""Hair dryer"", ""Refrigerator"", ""Essentials"", ""Bikes"", ""Heating"", ""Self check-in"", ""Cooking basics"", ""Hangers"", ""Hot water"", ""Oven"", ""Stove"", ""Baking sheet"", ""Microwave"", ""Air conditioning"", ""Iron"", ""Clothing storage: wardrobe"", ""Room-darkening shades"", ""Bed linens"", ""Shampoo"", ""Building staff"", ""Smoke alarm"", ""Outdoor furniture"", ""Extra pillows and blankets"", ""Private patio or balcony"", ""Free street parking"", ""Kitchen"", ""Paid parking lot on premises \u2013 3 spaces"", ""Body soap"", ""Fire extinguisher"", ""Wifi"", ""Coffee maker""]",72.0,1,1125,1,2,1,4,2.0,4.0,16,46,76,346,27,2,0,5.0,4.85,4.93,5.0,5.0,4.74,4.93,1047846,5,1,0,0,0.53
3369,3369,38368070,2024-12-25,city scrape,237434038,within an hour,100%,93%,f,10,12,"['email', 'phone']","Athina, Greece",37.99598,23.72034,Room in serviced apartment,Hotel room,4,1.0,2.0,3.0,"[""Luggage dropoff allowed"", ""Dishes and silverware"", ""HDTV with Netflix, standard cable"", ""Shower gel"", ""Hair dryer"", ""Refrigerator"", ""Essentials"", ""Bikes"", ""Heating"", ""Self check-in"", ""Cooking basics"", ""Hangers"", ""Hot water"", ""Oven"", ""Stove"", ""Baking sheet"", ""Microwave"", ""Air conditioning"", ""Iron"", ""Room-darkening shades"", ""Bed linens"", ""Shampoo"", ""Building staff"", ""Outdoor furniture"", ""Extra pillows and blankets"", ""Private patio or balcony"", ""Free street parking"", ""Kitchen"", ""Paid parking lot on premises \u2013 3 spaces"", ""Body soap"", ""Fire extinguisher"", ""Wifi"", ""Coffee maker""]",89.0,1,1125,2,2,4,4,2.0,4.0,16,46,70,328,8,0,0,5.0,5.0,4.88,4.88,5.0,4.13,4.63,1047846,5,1,0,0,0.18
3370,3370,38368469,2024-12-26,previous scrape,237434038,within an hour,100%,93%,f,10,12,"['email', 'phone']","Athina, Greece",37.9969,23.71912,Room in serviced apartment,Hotel room,5,,2.0,,"[""Luggage dropoff allowed"", ""Dishes and silverware"", ""Shower gel"", ""Hair dryer"", ""Refrigerator"", ""Essentials"", ""Bikes"", ""Heating"", ""Self check-in"", ""Cooking basics"", ""Paid parking on premises \u2013 3 spaces"", ""Hangers"", ""Hot water"", ""Oven"", ""Stove"", ""Baking sheet"", ""Microwave"", ""Air conditioning"", ""Iron"", ""Clothing storage: wardrobe"", ""Room-darkening shades"", ""Bed linens"", ""Outdoor dining area"", ""Shampoo"", ""Building staff"", ""Outdoor furniture"", ""Private patio or balcony"", ""Free street parking"", ""Kitchen"", ""Body soap"", ""Fire extinguisher"", ""TV with standard cable"", ""Wifi"", ""Coffee maker""]",,1,1125,2,2,4,4,2.0,4.0,16,46,73,314,6,0,0,5.0,4.67,5.0,5.0,5.0,4.5,5.0,1047846,5,1,0,0,0.15
3371,3371,38368743,2024-12-25,city scrape,237434038,within an hour,100%,93%,f,10,12,"['email', 'phone']","Athina, Greece",37.99651,23.72054,Room in serviced apartment,Hotel room,5,1.0,2.0,3.0,"[""Luggage dropoff allowed"", ""Dishes and silverware"", ""HDTV with Netflix, standard cable"", ""Shower gel"", ""Hair dryer"", ""Refrigerator"", ""Essentials"", ""Bikes"", ""Heating"", ""Self check-in"", ""Cooking basics"", ""Paid parking on premises \u2013 3 spaces"", ""Hangers"", ""Hot water"", ""Oven"", ""Stove"", ""Baking sheet"", ""Microwave"", ""Air conditioning"", ""Iron"", ""Clothing storage: wardrobe"", ""Room-darkening shades"", ""Bed linens"", ""Shampoo"", ""Building staff"", ""Outdoor furniture"", ""Extra pillows and blankets"", ""Private patio or balcony"", ""Free street parking"", ""Kitchen"", ""Fire extinguisher"", ""Wifi"", ""Coffee maker""]",110.0,1,1125,2,2,4,4,2.0,4.0,14,44,71,301,6,2,0,5.0,3.83,5.0,5.0,5.0,4.17,4.33,1047846,5,1,0,0,0.12
3372,3372,38385602,2024-12-25,city scrape,187720552,within an hour,97%,84%,f,46,68,"['email', 'phone']",,37.98536,23.7614,Private room in rental unit,Private room,1,1.0,1.0,1.0,"[""Private living room"", ""Air conditioning"", ""Kitchen"", ""Iron"", ""Lock on bedroom door"", ""Washer"", ""Hangers"", ""Dishes and silverware"", ""TV"", ""Hair dryer"", ""Shampoo"", ""Essentials"", ""Hot water"", ""Fire extinguisher"", ""Wifi"", ""Coffee maker""]",29.0,6,730,6,6,730,730,6.0,730.0,14,25,55,330,9,2,0,4.33,4.22,3.78,4.56,4.56,5.0,4.67,00002389719,44,19,25,0,0.14
3455,3455,39609742,2024-12-25,city scrape,292352631,within an hour,100%,54%,f,4,4,"['email', 'phone']",,38.00224,23.72849,Room in aparthotel,Private room,3,1.0,1.0,2.0,"[""Dishes and silverware"", ""TV"", ""Hair dryer"", ""Refrigerator"", ""Essentials"", ""Heating"", ""Self check-in"", ""Cooking basics"", ""Lockbox"", ""Hangers"", ""Hot water"", ""Stove"", ""Long term stays allowed"", ""Air conditioning"", ""Bed linens"", ""Shampoo"", ""Kitchen"", ""Fire extinguisher"", ""Wifi""]",31.0,1,1124,1,1,1124,1124,1.0,1124.0,0,3,33,33,1,0,0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,Exempt,4,0,4,0,0.03
3456,3456,39609855,2024-12-25,city scrape,292352631,within an hour,100%,54%,f,4,4,"['email', 'phone']",,38.0004,23.72782,Room in aparthotel,Private room,4,1.0,2.0,3.0,"[""Dishes and silverware"", ""TV"", ""Hair dryer"", ""Refrigerator"", ""Essentials"", ""Heating"", ""Self check-in"", ""Cooking basics"", ""Lockbox"", ""Hangers"", ""Hot water"", ""Stove"", ""Long term stays allowed"", ""Air conditioning"", ""Bed linens"", ""Shampoo"", ""Kitchen"", ""Fire extinguisher"", ""Wifi""]",39.0,1,1124,1,1,1124,1124,1.0,1124.0,0,3,33,33,21,7,0,4.76,4.86,4.95,5.0,4.95,4.14,4.67,Exempt,4,0,4,0,0.72
3457,3457,39610001,2024-12-25,city scrape,292352631,within an hour,100%,54%,f,4,4,"['email', 'phone']",,38.00062,23.73002,Room in aparthotel,Private room,2,1.0,1.0,1.0,"[""Dishes and silverware"", ""Exterior security cameras on property"", ""TV"", ""Hair dryer"", ""Refrigerator"", ""Essentials"", ""Heating"", ""Self check-in"", ""Cooking basics"", ""Lockbox"", ""Hangers"", ""Hot water"", ""Stove"", ""Long term stays allowed"", ""Air conditioning"", ""Bed linens"", ""Shampoo"", ""Kitchen"", ""Fire extinguisher"", ""Wifi""]",27.0,1,1124,1,1,1124,1124,1.0,1124.0,0,0,30,30,24,7,0,4.71,4.75,4.88,4.79,4.79,4.17,4.83,Exempt,4,0,4,0,0.39
