,Unnamed: 0,id,last_scraped,source,host_id,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_listings_count,host_total_listings_count,host_verifications,neighbourhood,latitude,longitude,property_type,room_type,accommodates,bathrooms,bedrooms,beds,amenities,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,license,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month
5473,5473,584682034491832073,2024-12-25,city scrape,187720552,within an hour,97%,84%,f,46,68,"['email', 'phone']","Athina, Greece",37.98597,23.7612,Private room in condo,Private room,1,1.0,1.0,1.0,"[""Air conditioning"", ""Private entrance"", ""Kitchen"", ""Iron"", ""Lock on bedroom door"", ""Washer"", ""Dishes and silverware"", ""TV"", ""Hair dryer"", ""Shampoo"", ""Essentials"", ""Hot water"", ""Fire extinguisher"", ""Oven"", ""Heating"", ""Dedicated workspace"", ""Wifi""]",$22.00,5,150,5,5,150,150,5.0,150.0,0,13,43,318,13,3,0,4.31,4.23,4.31,4.77,4.46,4.85,4.23,00002389771,44,19,25,0,0.39
5496,5496,573516613260640973,2024-12-25,city scrape,240367992,within an hour,99%,100%,f,30,58,"['email', 'phone']",,38.00663,23.74627,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,"[""Air conditioning"", ""Kitchen"", ""Iron"", ""Dishes and silverware"", ""Self check-in"", ""Patio or balcony"", ""Bed linens"", ""TV"", ""Hair dryer"", ""Crib"", ""Oven"", ""Hot water kettle"", ""Lockbox"", ""Heating"", ""Dedicated workspace"", ""Cooking basics"", ""Wifi"", ""Coffee maker""]",$37.00,1,1125,1,1,1125,1125,1.0,1125.0,4,34,61,330,33,8,0,4.39,4.55,4.7,4.94,4.48,4.48,4.45,00001445974,17,17,0,0,0.96
5520,5520,577240907173300020,2024-12-25,city scrape,427805978,within a few hours,96%,59%,f,14,16,"['email', 'phone']",,37.99641,23.73754,Entire serviced apartment,Entire home/apt,4,1.0,2.0,2.0,"[""Coffee"", ""Dishes and silverware"", ""Washer"", ""Conditioner"", ""Cleaning products"", ""Shower gel"", ""TV"", ""Hair dryer"", ""Refrigerator"", ""Heating"", ""Dedicated workspace"", ""Self check-in"", ""Cooking basics"", ""Lockbox"", ""Drying rack for clothing"", ""Housekeeping - available at extra cost"", ""Electric stove"", ""Pets allowed"", ""Hangers"", ""Crib"", ""Hot water"", ""Oven"", ""Air conditioning"", ""Iron"", ""Room-darkening shades"", ""Bed linens"", ""Outdoor dining area"", ""Shampoo"", ""Dishwasher"", ""Hot water kettle"", ""Wine glasses"", ""Dining table"", ""Outdoor furniture"", ""Extra pillows and blankets"", ""Free parking on premises"", ""Kitchen"", ""Pack \u2019n play/Travel crib"", ""Body soap"", ""Shared patio or balcony"", ""Elevator"", ""Wifi"", ""Coffee maker""]",$62.00,1,365,1,1,365,365,1.0,365.0,25,55,85,360,25,5,0,4.6,4.76,4.52,4.88,4.76,4.72,4.64,1218917,7,5,2,0,0.84
5882,5882,638909913911641113,2024-12-25,city scrape,187720552,within an hour,97%,84%,f,46,68,"['email', 'phone']",,38.01244,23.7289,Private room in rental unit,Private room,1,1.5,1.0,1.0,"[""Luggage dropoff allowed"", ""Dishes and silverware"", ""Shower gel"", ""Hair dryer"", ""Refrigerator"", ""Essentials"", ""Heating"", ""40 inch TV"", ""Dedicated workspace"", ""Cooking basics"", ""Private entrance"", ""Hangers"", ""Freezer"", ""Clothing storage: closet"", ""Hot water"", ""Oven"", ""Stove"", ""Microwave"", ""Long term stays allowed"", ""Window AC unit"", ""Iron"", ""Bed linens"", ""Outdoor dining area"", ""Coffee maker: drip coffee maker"", ""Shampoo"", ""Bathtub"", ""Free washer \u2013 In unit"", ""Dishwasher"", ""Hot water kettle"", ""Dining table"", ""Outdoor furniture"", ""Free street parking"", ""Kitchen"", ""Lock on bedroom door"", ""Body soap"", ""Shared patio or balcony"", ""Fire extinguisher"", ""Elevator"", ""Wifi""]",$28.00,7,90,7,7,1125,1125,7.0,1125.0,0,11,41,316,3,1,0,5.0,5.0,4.67,5.0,5.0,4.0,5.0,00002390072,44,19,25,0,0.1
6101,6101,653568032800426277,2024-12-25,city scrape,189967864,within an hour,98%,98%,f,64,66,"['email', 'phone']",,37.99466,23.72846,Entire condo,Entire home/apt,4,1.0,2.0,2.0,"[""Air conditioning"", ""Kitchen"", ""Iron"", ""Washer"", ""TV"", ""Hair dryer"", ""First aid kit"", ""Cooking basics"", ""Wifi""]",$54.00,1,365,1,1,365,365,1.0,365.0,22,52,82,357,3,0,0,4.67,4.67,5.0,5.0,5.0,3.0,4.67,00001451636,40,40,0,0,0.1
6102,6102,653568092659958640,2024-12-25,city scrape,189967864,within an hour,98%,98%,f,64,66,"['email', 'phone']",,38.00334,23.72678,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,"[""Air conditioning"", ""Kitchen"", ""Iron"", ""TV"", ""Hair dryer"", ""First aid kit"", ""Cooking basics"", ""Wifi""]",$26.00,3,365,3,3,365,365,3.0,365.0,28,58,88,363,9,8,0,4.11,4.22,4.33,4.33,4.22,3.56,4.33,00001601780,40,40,0,0,0.33
6225,6225,675873969045367524,2024-12-26,city scrape,389089363,within an hour,99%,99%,f,19,21,"['email', 'phone', 'work_email']",,37.97541,23.7309,Entire rental unit,Entire home/apt,4,1.0,1.0,1.0,"[""Resort view"", ""Dishes and silverware"", ""Hair dryer"", ""Refrigerator"", ""Heating"", ""42 inch HDTV with Netflix"", ""Dedicated workspace"", ""Cooking basics"", ""Resort access"", ""Paid crib"", ""Window AC unit"", ""City skyline view"", ""Iron"", ""AC - split type ductless system"", ""Free washer \u2013 In unit"", ""Smoke alarm"", ""Private patio or balcony"", ""Kitchen"", ""Carbon monoxide alarm"", ""Paid pack \u2019n play/travel crib"", ""Children\u2019s dinnerware"", ""Wifi"", ""Coffee maker""]",$55.00,2,365,1,3,1125,1125,1.3,1125.0,25,55,85,91,23,15,3,4.52,4.52,4.65,4.52,4.61,4.7,4.61,00001694604,18,18,0,0,0.8
6239,6239,676227892714285250,2024-12-25,city scrape,187720552,within an hour,97%,84%,f,46,68,"['email', 'phone']",,37.98477,23.76146,Private room in condo,Private room,1,1.0,1.0,1.0,"[""Air conditioning"", ""Private entrance"", ""Kitchen"", ""Iron"", ""Lock on bedroom door"", ""Washer"", ""Dishes and silverware"", ""TV"", ""Hair dryer"", ""Shampoo"", ""Essentials"", ""Hot water"", ""Fire extinguisher"", ""Oven"", ""Heating"", ""Dedicated workspace"", ""Wifi""]",$31.00,5,365,5,5,365,365,5.0,365.0,30,60,90,365,5,0,0,4.2,4.2,4.2,4.8,4.4,4.6,3.8,00001299869,44,19,25,0,0.18
6240,6240,676487588600193737,2024-12-26,city scrape,389089363,within an hour,99%,99%,f,19,21,"['email', 'phone', 'work_email']",,37.97526,23.73141,Entire rental unit,Entire home/apt,4,1.0,1.0,1.0,"[""Resort view"", ""Paid high chair"", ""Dishes and silverware"", ""Central air conditioning"", ""Hair dryer"", ""Refrigerator"", ""Heating"", ""Dedicated workspace"", ""Cooking basics"", ""Resort access"", ""Paid crib"", ""Fast wifi \u2013 89 Mbps"", ""City skyline view"", ""Iron"", ""Free washer \u2013 In unit"", ""Outdoor furniture"", ""Private patio or balcony"", ""Kitchen"", ""Paid pack \u2019n play/travel crib"", ""Children\u2019s dinnerware"", ""40 inch HDTV with standard cable"", ""Coffee maker""]",$55.00,2,365,1,3,1125,1125,1.3,1125.0,25,55,85,91,5,1,0,3.2,3.4,4.0,3.4,3.4,3.8,3.2,00001694705,18,18,0,0,0.18
6241,6241,676490865327499927,2024-12-26,city scrape,389089363,within an hour,99%,99%,f,19,21,"['email', 'phone', 'work_email']",,37.97695,23.73214,Entire condo,Entire home/apt,4,1.0,1.0,2.0,"[""Resort view"", ""Coffee"", ""Outlet covers"", ""Dishes and silverware"", ""Cleaning products"", ""Shower gel"", ""Central air conditioning"", ""Toaster"", ""Hair dryer"", ""Refrigerator"", ""Essentials"", ""Heating"", ""Dedicated workspace"", ""42 inch HDTV with standard cable, Netflix"", ""Cooking basics"", ""Drying rack for clothing"", ""Hangers"", ""Hot water"", ""Blender"", ""Baking sheet"", ""Paid crib"", ""Fast wifi \u2013 89 Mbps"", ""Long term stays allowed"", ""City skyline view"", ""Iron"", ""Clothing storage: wardrobe"", ""Room-darkening shades"", ""Bed linens"", ""Mini fridge"", ""AEG stainless steel electric stove"", ""Bathtub"", ""Free washer \u2013 In unit"", ""Smoke alarm"", ""Hot water kettle"", ""Wine glasses"", ""First aid kit"", ""Dining table"", ""Siemens double oven"", ""Outdoor furniture"", ""Private patio or balcony"", ""Lepetit body soap"", ""Free street parking"", ""Kitchen"", ""Lepetit shampoo"", ""Carbon monoxide alarm"", ""Children\u2019s dinnerware"", ""Fire extinguisher"", ""Elevator"", ""Coffee maker""]",$55.00,2,365,1,3,1125,1125,1.3,1125.0,25,55,85,91,11,6,2,4.73,4.45,4.73,5.0,4.82,4.64,4.55,00001694710,18,18,0,0,0.49
6442,6442,692498515064534755,2024-12-25,city scrape,189967864,within an hour,98%,98%,f,64,66,"['email', 'phone']",,38.00025,23.72836,Entire condo,Entire home/apt,2,1.0,1.0,1.0,"[""Air conditioning"", ""Kitchen"", ""Washer"", ""TV"", ""First aid kit"", ""Wifi""]",$30.00,2,365,2,2,365,365,2.0,365.0,29,59,89,364,1,0,0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,00003080449,40,40,0,0,0.06
6492,6492,697673255408340999,2024-12-25,city scrape,189967864,within an hour,98%,98%,f,64,66,"['email', 'phone']",,38.00321,23.73735,Entire condo,Entire home/apt,2,1.0,1.0,1.0,"[""Air conditioning"", ""Kitchen"", ""TV"", ""First aid kit"", ""Wifi""]",$32.00,1,365,1,1,365,365,1.0,365.0,24,54,84,359,4,1,0,3.5,3.5,4.0,5.0,4.0,3.75,3.25,00001740881,40,40,0,0,0.15
6562,6562,717192337205161301,2024-12-25,city scrape,240367992,within an hour,99%,100%,f,30,58,"['email', 'phone']","Athina, Greece",37.98258,23.74024,Entire rental unit,Entire home/apt,3,2.0,1.0,1.0,"[""Air conditioning"", ""Kitchen"", ""Iron"", ""Toaster"", ""Bed linens"", ""TV"", ""Refrigerator"", ""Crib"", ""Elevator"", ""Lockbox"", ""Heating"", ""Self check-in"", ""Wifi"", ""Coffee maker""]",$57.00,1,365,1,1,1125,1125,1.0,1125.0,30,60,90,365,28,16,0,4.71,4.68,4.54,4.29,4.64,4.75,4.5,00001394204,17,17,0,0,1.04
6694,6694,741002124187055303,2024-12-25,city scrape,427805978,within a few hours,96%,59%,f,14,16,"['email', 'phone']",,38.00082,23.74711,Entire rental unit,Entire home/apt,5,2.0,3.0,3.0,"[""Dishes and silverware"", ""Washer"", ""Conditioner"", ""Cleaning products"", ""Shower gel"", ""Hair dryer"", ""Refrigerator"", ""Essentials"", ""Heating"", ""Dedicated workspace"", ""Self check-in"", ""Cooking basics"", ""Lockbox"", ""Ethernet connection"", ""Pets allowed"", ""Hangers"", ""Clothing storage: closet"", ""Crib"", ""Hot water"", ""Oven"", ""Long term stays allowed"", ""Portable air conditioning"", ""Iron"", ""Bed linens"", ""Shampoo"", ""50 inch HDTV"", ""Hot water kettle"", ""Wine glasses"", ""Dining table"", ""Private patio or balcony"", ""Free street parking"", ""Kitchen"", ""Body soap"", ""Elevator"", ""Wifi"", ""Coffee maker""]",$86.00,1,365,1,1,365,365,1.0,365.0,26,56,86,361,4,1,0,4.75,4.75,4.5,5.0,5.0,4.5,4.75,1218917,7,5,2,0,0.2
6719,6719,751299584482444309,2024-12-25,city scrape,240367992,within an hour,99%,100%,f,30,58,"['email', 'phone']",,37.96219,23.72728,Entire rental unit,Entire home/apt,3,1.0,1.0,1.0,"[""Air conditioning"", ""Kitchen"", ""Iron"", ""Bed linens"", ""TV"", ""Hair dryer"", ""Refrigerator"", ""Lockbox"", ""Heating"", ""Self check-in"", ""Wifi""]",$48.00,1,365,1,1,1125,1125,1.0,1125.0,27,57,82,357,43,15,0,4.67,4.74,4.79,4.84,4.74,4.47,4.65,34454367876,17,17,0,0,1.91
6725,6725,742271641909564519,2024-12-25,city scrape,189967864,within an hour,98%,98%,f,64,66,"['email', 'phone']",,37.98806,23.74998,Entire condo,Entire home/apt,4,1.0,2.0,0.0,"[""Air conditioning"", ""Kitchen"", ""Washer"", ""TV"", ""Fire extinguisher"", ""First aid kit"", ""Wifi""]",$55.00,2,365,2,2,365,365,2.0,365.0,3,3,3,3,3,2,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,00001801132,40,40,0,0,0.19
6726,6726,742422878065644139,2024-12-25,city scrape,189967864,within an hour,98%,98%,f,64,66,"['email', 'phone']",,37.96544,23.73238,Entire condo,Entire home/apt,4,1.0,1.0,1.0,"[""Air conditioning"", ""Kitchen"", ""Washer"", ""TV"", ""Fire extinguisher"", ""First aid kit"", ""Wifi""]",$40.00,2,365,2,2,365,365,2.0,365.0,22,52,82,357,0,0,0,,,,,,,,00001801169,40,40,0,0,
6728,6728,742585027803839041,2024-12-25,city scrape,189967864,within an hour,98%,98%,f,64,66,"['email', 'phone']",,37.9993,23.73071,Entire condo,Entire home/apt,2,1.0,1.0,1.0,"[""Air conditioning"", ""Kitchen"", ""Washer"", ""TV"", ""Fire extinguisher"", ""First aid kit""]",$35.00,2,365,2,2,365,365,2.0,365.0,24,54,84,359,5,1,0,4.6,4.8,4.8,4.6,4.8,4.2,4.8,00001801153,40,40,0,0,0.19
6742,6742,752681162972521183,2024-12-25,city scrape,187720552,within an hour,97%,84%,f,46,68,"['email', 'phone']",,38.00997,23.72745,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,"[""Dishes and silverware"", ""Washer"", ""TV"", ""Hair dryer"", ""Refrigerator"", ""Essentials"", ""Heating"", ""Dedicated workspace"", ""Cooking basics"", ""Hangers"", ""Hot water"", ""Oven"", ""Stove"", ""Air conditioning"", ""Iron"", ""Bed linens"", ""Extra pillows and blankets"", ""Free street parking"", ""Kitchen"", ""Fire extinguisher"", ""Wifi"", ""Coffee maker""]",$34.00,5,90,5,5,1125,1125,5.0,1125.0,30,60,90,235,3,1,0,4.67,4.67,4.67,4.67,4.67,3.67,4.33,00001300256,44,19,25,0,0.16
6766,6766,754834385272115875,2024-12-25,city scrape,347738713,within an hour,99%,99%,f,11,11,"['email', 'phone']",,37.9788944744806,23.71155406627044,Entire condo,Entire home/apt,3,1.0,1.0,0.0,"[""Heating - split type ductless system"", ""Breakfast"", ""Coffee"", ""Dishes and silverware"", ""Washer"", ""Cleaning products"", ""Shower gel"", ""TV"", ""Hair dryer"", ""Refrigerator"", ""Essentials"", ""Free dryer \u2013 In unit"", ""Cooking basics"", ""Private entrance"", ""Clothing storage"", ""Hangers"", ""Freezer"", ""Hot water"", ""Oven"", ""Stove"", ""Microwave"", ""Long term stays allowed"", ""Air conditioning"", ""Iron"", ""Room-darkening shades"", ""Bed linens"", ""Shampoo"", ""Hot water kettle"", ""Wine glasses"", ""Extra pillows and blankets"", ""Kitchen"", ""Body soap"", ""Wifi"", ""Coffee maker""]",$50.00,1,90,1,1,90,90,1.0,90.0,15,22,41,65,117,63,3,4.53,4.64,4.63,4.81,4.39,4.78,4.61,00001848225,11,10,1,0,4.52
6785,6785,756296733880521230,2024-12-26,city scrape,240367992,within an hour,99%,100%,f,30,58,"['email', 'phone']","Athina, Greece",37.97547,23.7301,Entire rental unit,Entire home/apt,5,1.0,2.0,2.0,"[""Air conditioning"", ""Free street parking"", ""Kitchen"", ""Iron"", ""Washer"", ""Patio or balcony"", ""Toaster"", ""Bed linens"", ""TV"", ""Hair dryer"", ""Crib"", ""Stove"", ""Lockbox"", ""Heating"", ""Self check-in"", ""Microwave"", ""Wifi"", ""Coffee maker""]",$63.00,1,365,1,2,1125,1125,1.5,1125.0,14,16,24,216,70,34,1,4.74,4.8,4.61,4.53,4.83,4.93,4.66,00001831521,17,17,0,0,3.34
7062,7062,791964388073699963,2024-12-25,city scrape,187720552,within an hour,97%,84%,f,46,68,"['email', 'phone']",,37.98826,23.74905,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,"[""Air conditioning"", ""Kitchen"", ""Washer"", ""TV"", ""Dedicated workspace"", ""Wifi""]",$46.00,5,90,5,5,1125,1125,5.0,1125.0,26,56,86,361,12,7,0,4.75,4.67,4.75,4.92,4.67,4.75,4.5,00002093523,44,19,25,0,0.57
7157,7157,808001856523574064,2024-12-25,city scrape,189967864,within an hour,98%,98%,f,64,66,"['email', 'phone']",,37.9947495,23.7291509,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,"[""Air conditioning"", ""Kitchen"", ""Washer"", ""TV"", ""Fire extinguisher"", ""First aid kit"", ""Wifi""]",$40.00,2,365,2,2,365,365,2.0,365.0,19,49,79,354,7,2,0,5.0,5.0,5.0,5.0,4.71,4.57,4.86,00001871291,40,40,0,0,0.3
7158,7158,808020036872871283,2024-12-25,city scrape,189967864,within an hour,98%,98%,f,64,66,"['email', 'phone']",,37.99638,23.72523,Entire rental unit,Entire home/apt,4,1.0,1.0,1.0,"[""Air conditioning"", ""Kitchen"", ""Washer"", ""TV"", ""Fire extinguisher"", ""Heating"", ""First aid kit"", ""Wifi""]",$35.00,2,365,2,2,365,365,2.0,365.0,4,4,4,242,6,3,0,3.67,3.5,3.67,3.83,4.0,3.5,3.5,00002823606,40,40,0,0,0.28
7201,7201,815880735400668657,2024-12-25,city scrape,187720552,within an hour,97%,84%,f,46,68,"['email', 'phone']",,38.01217,23.72859,Private room in rental unit,Private room,1,1.0,1.0,1.0,"[""Air conditioning"", ""Private entrance"", ""Kitchen"", ""Iron"", ""Lock on bedroom door"", ""Washer"", ""Hangers"", ""Dishes and silverware"", ""Patio or balcony"", ""TV"", ""Hair dryer"", ""Shampoo"", ""Essentials"", ""Hot water"", ""Fire extinguisher"", ""Elevator"", ""Heating"", ""Wifi""]",$38.00,6,365,6,6,1125,1125,6.0,1125.0,29,59,89,364,1,1,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,00002419444,44,19,25,0,0.16
7297,7297,831728693478872936,2024-12-25,city scrape,187720552,within an hour,97%,84%,f,46,68,"['email', 'phone']",,38.01245,23.72823,Private room in rental unit,Private room,1,1.0,1.0,1.0,"[""Dishes and silverware"", ""Washer"", ""TV"", ""Hair dryer"", ""Refrigerator"", ""Essentials"", ""Heating"", ""Dedicated workspace"", ""Cooking basics"", ""Private entrance"", ""Hangers"", ""Patio or balcony"", ""Hot water"", ""Oven"", ""Stove"", ""Air conditioning"", ""Iron"", ""Outdoor dining area"", ""Dishwasher"", ""Free street parking"", ""Kitchen"", ""Lock on bedroom door"", ""Fire extinguisher"", ""Elevator"", ""Wifi""]",$24.00,9,200,9,9,200,200,9.0,200.0,29,59,89,364,1,1,0,3.0,2.0,3.0,3.0,3.0,1.0,3.0,00002419423,44,19,25,0,0.14
7363,7363,835329033726018896,2024-12-25,city scrape,187720552,within an hour,97%,84%,f,46,68,"['email', 'phone']",,38.01433858826184,23.7272533417704,Private room in rental unit,Private room,1,1.0,1.0,1.0,"[""Dishes and silverware"", ""Washer"", ""TV"", ""Hair dryer"", ""Refrigerator"", ""Essentials"", ""Heating"", ""Dedicated workspace"", ""Cooking basics"", ""Private entrance"", ""Hangers"", ""Patio or balcony"", ""Hot water"", ""Oven"", ""Stove"", ""Air conditioning"", ""Iron"", ""Outdoor dining area"", ""Dishwasher"", ""Free street parking"", ""Kitchen"", ""Lock on bedroom door"", ""Fire extinguisher"", ""Elevator"", ""Wifi""]",$20.00,8,150,8,8,150,150,8.0,150.0,8,22,52,327,5,5,0,5.0,4.8,4.8,5.0,4.8,4.4,4.6,00002419470,44,19,25,0,0.42
7435,7435,847622647675233265,2024-12-25,city scrape,193643890,within an hour,99%,100%,f,36,39,"['email', 'phone', 'work_email']","Athina, Greece",37.9849061,23.7335535,Entire rental unit,Entire home/apt,6,2.0,2.0,3.0,"[""Heating - split type ductless system"", ""Coffee"", ""Dishes and silverware"", ""Luggage dropoff allowed"", ""Exterior security cameras on property"", ""Toaster"", ""Shower gel"", ""Central air conditioning"", ""Otro induction stove"", ""Hair dryer"", ""Refrigerator"", ""Free washer \u2013 In building"", ""Essentials"", ""Ceiling fan"", ""Dedicated workspace"", ""Self check-in"", ""Cooking basics"", ""Crib - available upon request"", ""Clothing storage"", ""Hangers"", ""Freezer"", ""Hot water"", ""Laundromat nearby"", ""Smart lock"", ""Microwave"", ""Long term stays allowed"", ""City skyline view"", ""Iron"", ""Room-darkening shades"", ""Cleaning available during stay"", ""Bed linens"", ""Shampoo"", ""Coffee maker: Nespresso"", ""Smoke alarm"", ""Hot water kettle"", ""Wine glasses"", ""Dining table"", ""Private patio or balcony"", ""Kitchen"", ""Pack \u2019n play/Travel crib"", ""Body soap"", ""Fire extinguisher"", ""Elevator"", ""Wifi""]",$73.00,1,365,1,1,365,365,1.0,365.0,16,46,76,349,35,25,8,4.91,4.94,4.97,4.91,4.94,4.8,4.89,1318462,15,15,0,0,1.92
7492,7492,849731560750180337,2024-12-25,city scrape,189967864,within an hour,98%,98%,f,64,66,"['email', 'phone']",,38.00005567939025,23.72485510406373,Entire rental unit,Entire home/apt,5,1.0,2.0,4.0,"[""Air conditioning"", ""Kitchen"", ""Washer"", ""TV"", ""Refrigerator"", ""Fire extinguisher"", ""First aid kit"", ""Wifi""]",$80.00,1,365,1,1,365,365,1.0,365.0,22,52,82,357,3,2,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,00001931454,40,40,0,0,0.15
7532,7532,846978710429745092,2024-12-25,city scrape,193643890,within an hour,99%,100%,f,36,39,"['email', 'phone', 'work_email']","Athina, Greece",37.9849061,23.7335535,Entire rental unit,Entire home/apt,4,1.0,1.0,2.0,"[""Heating - split type ductless system"", ""Coffee"", ""Dishes and silverware"", ""Luggage dropoff allowed"", ""Exterior security cameras on property"", ""Cleaning products"", ""Shower gel"", ""Central air conditioning"", ""Otro induction stove"", ""Hair dryer"", ""Refrigerator"", ""Toaster"", ""Free washer \u2013 In building"", ""Essentials"", ""Ceiling fan"", ""Dedicated workspace"", ""Self check-in"", ""Cooking basics"", ""Drying rack for clothing"", ""Crib - available upon request"", ""Clothing storage"", ""Hangers"", ""Freezer"", ""Hot water"", ""Laundromat nearby"", ""Smart lock"", ""Microwave"", ""Long term stays allowed"", ""City skyline view"", ""Iron"", ""Room-darkening shades"", ""Cleaning available during stay"", ""Bed linens"", ""Shampoo"", ""Mosquito net"", ""Coffee maker: Nespresso"", ""Smoke alarm"", ""Hot water kettle"", ""Wine glasses"", ""Dining table"", ""Single level home"", ""Outdoor furniture"", ""Private patio or balcony"", ""Kitchen"", ""Pack \u2019n play/Travel crib"", ""Body soap"", ""Fire extinguisher"", ""Elevator"", ""Wifi""]",$54.00,1,365,1,1,365,365,1.0,365.0,16,46,76,351,8,5,1,4.63,4.75,4.63,4.88,4.75,4.5,4.75,1318462,15,15,0,0,0.44
7549,7549,847614734230658952,2024-12-25,city scrape,193643890,within an hour,99%,100%,f,36,39,"['email', 'phone', 'work_email']","Athina, Greece",37.9849061,23.7335535,Entire rental unit,Entire home/apt,5,1.0,1.0,3.0,"[""Heating - split type ductless system"", ""Induction stove"", ""Coffee"", ""Dishes and silverware"", ""Luggage dropoff allowed"", ""Exterior security cameras on property"", ""Toaster"", ""Shower gel"", ""Central air conditioning"", ""Hair dryer"", ""Refrigerator"", ""Free washer \u2013 In building"", ""Essentials"", ""Ceiling fan"", ""Dedicated workspace"", ""Self check-in"", ""Cooking basics"", ""Crib - available upon request"", ""Clothing storage"", ""Hangers"", ""Freezer"", ""Hot water"", ""Laundromat nearby"", ""Smart lock"", ""Microwave"", ""Long term stays allowed"", ""City skyline view"", ""Iron"", ""Room-darkening shades"", ""Cleaning available during stay"", ""Bed linens"", ""Shampoo"", ""Coffee maker: Nespresso"", ""Smoke alarm"", ""Hot water kettle"", ""Wine glasses"", ""Dining table"", ""Single level home"", ""Private patio or balcony"", ""Kitchen"", ""Pack \u2019n play/Travel crib"", ""Body soap"", ""Fire extinguisher"", ""Elevator"", ""Wifi""]",$55.00,1,365,1,1,365,365,1.0,365.0,25,55,85,360,11,5,1,4.55,4.64,4.73,4.91,4.64,4.64,4.45,1318462,15,15,0,0,0.6
7550,7550,847616165447179251,2024-12-25,city scrape,193643890,within an hour,99%,100%,f,36,39,"['email', 'phone', 'work_email']","Athina, Greece",37.9849061,23.7335535,Entire rental unit,Entire home/apt,4,1.0,1.0,2.0,"[""Heating - split type ductless system"", ""Coffee"", ""Dishes and silverware"", ""Luggage dropoff allowed"", ""Exterior security cameras on property"", ""Toaster"", ""Shower gel"", ""Central air conditioning"", ""Otro induction stove"", ""Hair dryer"", ""Refrigerator"", ""Free washer \u2013 In building"", ""Essentials"", ""Ceiling fan"", ""Dedicated workspace"", ""Self check-in"", ""Cooking basics"", ""Crib - available upon request"", ""Clothing storage"", ""Hangers"", ""Freezer"", ""Hot water"", ""Smart lock"", ""Microwave"", ""Long term stays allowed"", ""City skyline view"", ""Iron"", ""Room-darkening shades"", ""Cleaning available during stay"", ""Bed linens"", ""Shampoo"", ""Coffee maker: Nespresso"", ""Smoke alarm"", ""Hot water kettle"", ""Wine glasses"", ""Dining table"", ""Single level home"", ""Private patio or balcony"", ""Kitchen"", ""Pack \u2019n play/Travel crib"", ""Body soap"", ""Fire extinguisher"", ""Elevator"", ""Wifi""]",$51.00,1,365,1,3,365,365,2.5,365.0,15,45,75,350,14,13,7,4.93,5.0,5.0,4.93,4.86,4.64,4.79,1318462,15,15,0,0,0.78
7551,7551,847617171327441804,2024-12-25,city scrape,193643890,within an hour,99%,100%,f,36,39,"['email', 'phone', 'work_email']","Athina, Greece",37.9849061,23.7335535,Entire rental unit,Entire home/apt,5,1.0,1.0,3.0,"[""Heating - split type ductless system"", ""Induction stove"", ""Coffee"", ""Dishes and silverware"", ""Luggage dropoff allowed"", ""Exterior security cameras on property"", ""Toaster"", ""Shower gel"", ""Central air conditioning"", ""Hair dryer"", ""Refrigerator"", ""Free washer \u2013 In building"", ""Essentials"", ""Ceiling fan"", ""Dedicated workspace"", ""Self check-in"", ""Cooking basics"", ""Crib - available upon request"", ""Clothing storage"", ""Hangers"", ""Freezer"", ""Hot water"", ""Laundromat nearby"", ""Smart lock"", ""Microwave"", ""Long term stays allowed"", ""City skyline view"", ""Iron"", ""Room-darkening shades"", ""Cleaning available during stay"", ""Bed linens"", ""Shampoo"", ""Coffee maker: Nespresso"", ""Smoke alarm"", ""Hot water kettle"", ""Wine glasses"", ""Dining table"", ""Single level home"", ""Private patio or balcony"", ""Kitchen"", ""Pack \u2019n play/Travel crib"", ""Body soap"", ""Fire extinguisher"", ""Elevator"", ""Wifi""]",$53.00,1,365,1,3,365,365,2.5,365.0,20,50,80,355,19,17,4,4.89,4.84,4.95,4.89,5.0,4.74,4.84,1318462,15,15,0,0,1.04
