,Unnamed: 0,id,last_scraped,source,host_id,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_listings_count,host_total_listings_count,host_verifications,neighbourhood,latitude,longitude,property_type,room_type,accommodates,bathrooms,bedrooms,beds,amenities,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,license,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month
39,39,496503,2024-12-26,previous scrape,1418201,within an hour,100%,99%,t,40,51,"['email', 'phone']","Athens, Attica, Greece",37.9802,23.72357,Entire rental unit,Entire home/apt,8,,2.0,,"[""Host greets you"", ""Coffee"", ""Dishes and silverware"", ""Luggage dropoff allowed"", ""Conditioner"", ""Cleaning products"", ""Toaster"", ""Hair dryer"", ""Refrigerator"", ""Essentials"", ""Cooking basics"", ""Drying rack for clothing"", ""Private entrance"", ""Clothing storage"", ""Electric stove"", ""Hangers"", ""Freezer"", ""Patio or balcony"", ""High chair"", ""Hot water"", ""Books and reading material"", ""Oven"", ""Baking sheet"", ""Microwave"", ""Long term stays allowed"", ""Paid parking lot off premises"", ""City skyline view"", ""Iron"", ""Room-darkening shades"", ""Bed linens"", ""AC - split type ductless system"", ""Outdoor dining area"", ""Shampoo"", ""BBQ grill"", ""Dishwasher"", ""Smoke alarm"", ""Hot water kettle"", ""Wine glasses"", ""Babysitter recommendations"", ""Dining table"", ""Outdoor furniture"", ""Extra pillows and blankets"", ""Barbecue utensils"", ""Central heating"", ""Wifi \u2013 12 Mbps"", ""Kitchen"", ""Shared backyard \u2013 Fully fenced"", ""Body soap"", ""Pack \u2019n play/Travel crib - available upon request"", ""Fire extinguisher"", ""Coffee maker""]",,2,365,2,2,365,365,2.0,365.0,0,0,0,0,10,1,0,4.9,4.9,5.0,5.0,4.8,4.7,4.7,00002962680,39,39,0,0,0.08
42,42,502779,2024-12-26,previous scrape,1418201,within an hour,100%,99%,t,40,51,"['email', 'phone']","Athens, Attica, Greece",37.9802,23.72357,Entire rental unit,Entire home/apt,16,,5.0,,"[""Host greets you"", ""Coffee"", ""Wifi \u2013 15 Mbps"", ""Dishes and silverware"", ""Luggage dropoff allowed"", ""Conditioner"", ""Cleaning products"", ""Toaster"", ""Hair dryer"", ""Refrigerator"", ""Essentials"", ""Free dryer \u2013 In unit"", ""Cooking basics"", ""Drying rack for clothing"", ""Coffee maker: french press"", ""Private entrance"", ""Clothing storage"", ""Electric stove"", ""Private backyard \u2013 Fully fenced"", ""Sun loungers"", ""Hangers"", ""Freezer"", ""Hot water"", ""Books and reading material"", ""Oven"", ""High chair - available upon request"", ""Baking sheet"", ""Microwave"", ""Long term stays allowed"", ""Paid parking lot off premises"", ""City skyline view"", ""Iron"", ""Room-darkening shades"", ""Bed linens"", ""AC - split type ductless system"", ""Outdoor dining area"", ""Shampoo"", ""BBQ grill"", ""Free washer \u2013 In unit"", ""Dishwasher"", ""Smoke alarm"", ""Hot water kettle"", ""Wine glasses"", ""Babysitter recommendations"", ""Dining table"", ""Outdoor furniture"", ""Extra pillows and blankets"", ""Private patio or balcony"", ""Central heating"", ""Kitchen"", ""Body soap"", ""Pack \u2019n play/Travel crib - available upon request"", ""Fire extinguisher""]",,2,365,2,2,365,365,2.0,365.0,0,0,0,0,87,21,0,4.8,4.84,4.84,4.92,4.87,4.76,4.79,00002962627,39,39,0,0,0.59
46,46,1215055,2024-12-25,city scrape,13115279,within an hour,100%,100%,t,8,10,"['email', 'phone']",,37.97065,23.72931,Entire home,Entire home/apt,6,2.5,2.0,4.0,"[""Luggage dropoff allowed"", ""Dishes and silverware"", ""Washer"", ""Exterior security cameras on property"", ""Shower gel"", ""TV"", ""Children\u2019s books and toys"", ""Hair dryer"", ""Refrigerator"", ""Essentials"", ""Heating"", ""Cooking basics"", ""Hangers"", ""Patio or balcony"", ""High chair"", ""Crib"", ""Hot water"", ""Oven"", ""Stove"", ""Air conditioning"", ""Paid parking off premises"", ""Iron"", ""Fireplace guards"", ""Bed linens"", ""Shampoo"", ""Dishwasher"", ""First aid kit"", ""Extra pillows and blankets"", ""Backyard"", ""Kitchen"", ""Pack \u2019n play/Travel crib"", ""Carbon monoxide alarm"", ""Fire extinguisher"", ""Wifi"", ""Coffee maker""]",325.0,2,30,2,2,365,365,2.0,365.0,12,42,51,282,289,20,0,4.99,4.97,4.99,4.99,5.0,4.98,4.93,00001477714,7,7,0,0,2.16
47,47,1216176,2024-12-25,city scrape,549425416,,,,f,1,1,"['email', 'phone']","Athens, Attica, Greece",37.97039,23.7288,Entire rental unit,Entire home/apt,6,2.0,2.0,3.0,"[""Dishes and silverware"", ""Washer"", ""TV"", ""Hair dryer"", ""Refrigerator"", ""Essentials"", ""Heating"", ""Park view"", ""Bidet"", ""Hangers"", ""Freezer"", ""Patio or balcony"", ""Hot water"", ""Oven"", ""Air conditioning"", ""Iron"", ""Shampoo"", ""Bathtub"", ""Outdoor furniture"", ""Free street parking"", ""Kitchen"", ""Elevator"", ""Wifi"", ""Coffee maker""]",300.0,3,45,3,3,45,45,3.0,45.0,8,38,68,68,280,25,1,4.92,4.96,4.91,4.96,4.9,4.99,4.87,00000105150,1,1,0,0,2.01
49,49,1245373,2024-12-25,city scrape,6786657,within an hour,100%,75%,f,1,2,"['email', 'phone']",,37.98394,23.73451,Entire rental unit,Entire home/apt,6,1.0,2.0,1.0,"[""Exercise equipment: free weights"", ""Dishes and silverware"", ""Washer"", ""Smoking allowed"", ""Children\u2019s books and toys"", ""Hair dryer"", ""Refrigerator"", ""Heating"", ""Dedicated workspace"", ""Safe"", ""Cooking basics"", ""Ethernet connection"", ""Pets allowed"", ""Hangers"", ""Clothing storage: closet"", ""Books and reading material"", ""Oven"", ""Microwave"", ""Air conditioning"", ""Iron"", ""Bed linens"", ""Extra pillows and blankets"", ""Private patio or balcony"", ""Kitchen"", ""Elevator"", ""TV with standard cable"", ""Portable fans"", ""Piano"", ""Wifi""]",80.0,1,30,1,1,30,30,1.0,30.0,0,7,16,275,77,5,0,4.79,4.82,4.58,4.89,4.81,4.55,4.78,00000497327,1,1,0,0,0.55
53,53,565235,2024-12-25,city scrape,2779638,within a few hours,100%,100%,t,1,1,"['email', 'phone']",,37.969032287597656,23.7116756439209,Entire rental unit,Entire home/apt,5,1.5,2.0,4.0,"[""Host greets you"", ""Coffee"", ""Dishes and silverware"", ""Washer"", ""Cleaning products"", ""Toaster"", ""Hair dryer"", ""Essentials"", ""Heating"", ""Dedicated workspace"", ""Cooking basics"", ""Drying rack for clothing"", ""Miele electric stove"", ""Hangers"", ""Clothing storage: closet"", ""Indoor fireplace"", ""Hot water"", ""Books and reading material"", ""Microwave"", ""Long term stays allowed"", ""Air conditioning"", ""Iron"", ""Bed linens"", ""Shampoo"", ""Mosquito net"", ""Bathtub"", ""50 inch HDTV"", ""Dishwasher"", ""Hot water kettle"", ""Dining table"", ""Free parking on premises"", ""Extra pillows and blankets"", ""Free street parking"", ""Kitchen"", ""Miele stainless steel oven"", ""Body soap"", ""Miele refrigerator"", ""Coffee maker: drip coffee maker, espresso machine, Nespresso"", ""Fire extinguisher"", ""Elevator"", ""Wifi""]",86.0,3,90,3,3,1125,1125,3.0,1125.0,17,47,77,247,60,13,1,4.97,4.93,4.93,4.97,4.95,4.92,4.97,00000500411,1,1,0,0,0.47
55,55,571492,2024-12-25,city scrape,2810938,within an hour,100%,100%,t,6,7,"['email', 'phone', 'work_email']","Athens, Greece",37.96598,23.74795,Entire condo,Entire home/apt,14,4.0,4.0,9.0,"[""Host greets you"", ""Coffee"", ""Dishes and silverware"", ""Exterior security cameras on property"", ""Cleaning products"", ""Shower gel"", ""TV"", ""Toaster"", ""Hair dryer"", ""Refrigerator"", ""Ceiling fan"", ""Free dryer \u2013 In unit"", ""Heating"", ""Safe"", ""Cooking basics"", ""Private entrance"", ""Clothing storage"", ""Hangers"", ""Freezer"", ""High chair"", ""Crib"", ""Hot water"", ""Books and reading material"", ""Oven"", ""Stove"", ""Blender"", ""Baking sheet"", ""Microwave"", ""Long term stays allowed"", ""Air conditioning"", ""City skyline view"", ""Iron"", ""Room-darkening shades"", ""Bed linens"", ""Outdoor dining area"", ""Shampoo"", ""BBQ grill"", ""Free washer \u2013 In unit"", ""Dishwasher"", ""Smoke alarm"", ""Hot water kettle"", ""Dining table"", ""First aid kit"", ""Outdoor furniture"", ""Board games"", ""Barbecue utensils"", ""Private patio or balcony"", ""Kitchen"", ""Pack \u2019n play/Travel crib"", ""Body soap"", ""Fire extinguisher"", ""Elevator"", ""Wifi"", ""Coffee maker""]",669.0,3,365,2,4,1125,1125,2.7,1125.0,24,48,78,305,24,1,0,4.88,4.79,4.96,4.83,4.96,4.75,4.63,00001188074,3,3,0,0,0.17
65,65,1358100,2024-12-26,previous scrape,7371624,within a day,67%,0%,f,1,1,"['email', 'phone']",,37.97411,23.71,Entire rental unit,Entire home/apt,6,,2.0,,"[""Breakfast"", ""Air conditioning"", ""Kitchen"", ""Smoking allowed"", ""Dryer"", ""TV"", ""Indoor fireplace"", ""Heating""]",,3,1125,3,3,1125,1125,3.0,1125.0,0,0,0,0,0,0,0,,,,,,,,,1,1,0,0,
66,66,1368303,2024-12-25,city scrape,7327234,within an hour,100%,95%,f,2,2,"['email', 'phone']","Athens, Ampelokipi, Greece",37.99436,23.76666,Entire rental unit,Entire home/apt,6,1.5,2.0,3.0,"[""Host greets you"", ""Coffee"", ""Dishes and silverware"", ""Children\u2019s bikes"", ""Luggage dropoff allowed"", ""Cleaning products"", ""Shower gel"", ""Toaster"", ""Hair dryer"", ""Refrigerator"", ""Essentials"", ""Heating"", ""Dedicated workspace"", ""Cooking basics"", ""42 inch TV with standard cable"", ""Drying rack for clothing"", ""Sun loungers"", ""Baby safety gates"", ""Electric stove"", ""Hangers"", ""Fast wifi \u2013 87 Mbps"", ""High chair"", ""Indoor fireplace: wood-burning"", ""Crib"", ""Hot water"", ""Oven"", ""Laundromat nearby"", ""Baking sheet"", ""Microwave"", ""Paid washer \u2013 In unit"", ""Long term stays allowed"", ""City skyline view"", ""Iron"", ""Clothing storage: wardrobe"", ""Fireplace guards"", ""Bed linens"", ""AC - split type ductless system"", ""Outdoor dining area"", ""Shampoo"", ""Bathtub"", ""BBQ grill"", ""Dishwasher"", ""Hot water kettle"", ""Wine glasses"", ""Dining table"", ""Babysitter recommendations"", ""First aid kit"", ""Single level home"", ""Outdoor furniture"", ""Extra pillows and blankets"", ""Barbecue utensils"", ""Private patio or balcony"", ""Free street parking"", ""Kitchen"", ""Pack \u2019n play/Travel crib"", ""Body soap"", ""Elevator"", ""Portable fans"", ""Coffee maker""]",60.0,1,30,1,1,30,30,1.0,30.0,2,4,6,104,272,0,0,4.87,4.91,4.95,4.9,4.92,4.81,4.85,00000220015,2,1,1,0,1.98
67,67,644785,2024-12-25,city scrape,2425678,within an hour,100%,100%,t,1,1,"['email', 'phone']","Athens, Attica, Greece",37.97626,23.7096,Entire rental unit,Entire home/apt,5,1.0,3.0,3.0,"[""Changing table - available upon request"", ""Coffee"", ""Outlet covers"", ""Dishes and silverware"", ""Luggage dropoff allowed"", ""Cleaning products"", ""Shower gel"", ""Toaster"", ""Hair dryer"", ""Refrigerator"", ""Essentials"", ""Dedicated workspace"", ""Self check-in"", ""Cooking basics"", ""Stainless steel electric stove"", ""Lockbox"", ""Drying rack for clothing"", ""Standalone high chair - available upon request"", ""Ethernet connection"", ""Private entrance"", ""Hangers"", ""Freezer"", ""Elevator"", ""Clothing storage: closet"", ""Crib"", ""Hot water"", ""Beach essentials"", ""Blender"", ""42 inch TV with Disney+, Netflix, Apple TV, standard cable, Amazon Prime Video"", ""Baking sheet"", ""Microwave"", ""Long term stays allowed"", ""Lidl  body soap"", ""Iron"", ""Room-darkening shades"", ""Bluetooth sound system"", ""Bed linens"", ""AC - split type ductless system"", ""Outdoor dining area"", ""Fast wifi \u2013 303 Mbps"", ""Shampoo"", ""Mosquito net"", ""Bathtub"", ""Free washer \u2013 In unit"", ""Smoke alarm"", ""Hot water kettle"", ""Wine glasses"", ""First aid kit"", ""Dining table"", ""Single level home"", ""Outdoor furniture"", ""Extra pillows and blankets"", ""Private patio or balcony"", ""Central heating"", ""Free street parking"", ""Kitchen"", ""Pack \u2019n play/Travel crib"", ""Free carport on premises \u2013 1 space"", ""Carbon monoxide alarm"", ""Children\u2019s dinnerware"", ""Table corner guards"", ""Fire extinguisher"", ""Stainless steel single oven"", ""Portable fans"", ""Baby bath""]",71.0,2,30,2,2,1125,1125,2.0,1125.0,9,16,17,169,475,76,5,5.0,4.98,4.99,4.95,5.0,4.9,4.98,00001106800,1,1,0,0,4.35
