,Unnamed: 0,id,last_scraped,source,host_id,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_listings_count,host_total_listings_count,host_verifications,neighbourhood,latitude,longitude,property_type,room_type,accommodates,bathrooms,bedrooms,beds,amenities,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,license,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month
2200,2200,29701261,2024-12-25,city scrape,223507529,within an hour,100%,100%,t,2,2,"['email', 'phone']","Athina, Greece",37.97951949999999,23.7131018,Entire condo,Entire home/apt,6,1.0,2.0,4.0,"[""Host greets you"", ""Induction stove"", ""Luggage dropoff allowed"", ""Outlet covers"", ""Dishes and silverware"", ""Cleaning products"", ""Shower gel"", ""Central air conditioning"", ""Toaster"", ""Hair dryer"", ""Zealots body soap"", ""Essentials"", ""Dedicated workspace"", ""Cooking basics"", ""Drying rack for clothing"", ""Private entrance"", ""Hangers"", ""Hot water"", ""Long term stays allowed"", ""City skyline view"", ""Iron"", ""Clothing storage: wardrobe"", ""Room-darkening shades"", ""Paid pack \u2019n play/travel crib - available upon request"", ""Bed linens"", ""Mini fridge"", ""Smoke alarm"", ""Hot water kettle"", ""Wine glasses"", ""First aid kit"", ""Dining table"", ""Outdoor furniture"", ""Extra pillows and blankets"", ""Private patio or balcony"", ""Central heating"", ""Free street parking"", ""32 inch HDTV"", ""Zealots shampoo"", ""Kitchen"", ""Children\u2019s dinnerware"", ""Table corner guards"", ""Fire extinguisher"", ""Elevator"", ""Wifi"", ""Coffee maker: espresso machine""]",$162.00,1,30,2,2,999,999,2.0,999.0,22,52,75,345,32,12,0,4.94,5.0,4.94,5.0,5.0,4.88,4.97,00001560534,2,2,0,0,1.07
2400,2400,31139423,2024-12-25,city scrape,114156592,within an hour,100%,100%,t,297,310,"['email', 'phone', 'work_email']","Athina, Greece",37.96469,23.72836,Entire rental unit,Entire home/apt,4,2.0,1.0,2.0,"[""50 inch HDTV with Netflix, standard cable"", ""Coffee"", ""Dishes and silverware"", ""Luggage dropoff allowed"", ""Conditioner"", ""Cleaning products"", ""Shower gel"", ""Central air conditioning"", ""Toaster"", ""Hair dryer"", ""Refrigerator"", ""Essentials"", ""Free dryer \u2013 In unit"", ""Heating"", ""Safe"", ""Dedicated workspace"", ""Cooking basics"", ""Self check-in"", ""Trash compactor"", ""Ethernet connection"", ""Clothing storage"", ""Hangers"", ""Sound system"", ""High chair"", ""Crib"", ""Hot water"", ""Oven"", ""Keypad"", ""Baking sheet"", ""Microwave"", ""Long term stays allowed"", ""Paid parking off premises"", ""City skyline view"", ""Iron"", ""Room-darkening shades"", ""Bed linens"", ""Window guards"", ""Mini fridge"", ""Outdoor dining area"", ""Shampoo"", ""Free washer \u2013 In unit"", ""Dishwasher"", ""Smoke alarm"", ""Hot water kettle"", ""Wine glasses"", ""Babysitter recommendations"", ""First aid kit"", ""Outdoor furniture"", ""Extra pillows and blankets"", ""Free street parking"", ""Kitchen"", ""Body soap"", ""Carbon monoxide alarm"", ""LG electric stove"", ""Fire extinguisher"", ""Elevator"", ""Wifi"", ""Coffee maker""]",$180.00,1,1125,2,2,1125,1125,2.0,1125.0,17,33,63,325,8,0,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0206E70000698401,58,42,15,0,0.11
2600,2600,32841822,2024-12-25,city scrape,247064842,within an hour,100%,93%,t,1,1,"['email', 'phone']","Athina, Greece",37.98571,23.72344,Entire condo,Entire home/apt,3,1.0,2.0,2.0,"[""Coffee"", ""Dishes and silverware"", ""Cleaning products"", ""Shower gel"", ""Toaster"", ""Hair dryer"", ""Essentials"", ""42 inch HDTV with standard cable"", ""Cooking basics"", ""Drying rack for clothing"", ""Ethernet connection"", ""Hangers"", ""Hot water"", ""Aeg stove"", ""Oven"", ""Baking sheet"", ""Window AC unit"", ""Iron"", ""Clothing storage: wardrobe"", ""Bed linens"", ""Free washer \u2013 In unit"", ""Smoke alarm"", ""Pitsos refrigerator"", ""Hot water kettle"", ""First aid kit"", ""Dove shampoo"", ""Dove body soap"", ""Extra pillows and blankets"", ""Free parking on premises"", ""Free street parking"", ""Kitchen"", ""Radiant heating"", ""Carbon monoxide alarm"", ""Fire extinguisher"", ""Elevator"", ""Portable fans"", ""Wifi"", ""Coffee maker: espresso machine""]",$58.00,4,10,4,4,1125,1125,4.0,1125.0,14,44,74,349,56,7,0,4.68,4.82,4.82,4.88,4.89,4.13,4.84,00000589354,1,1,0,0,0.79
2800,2800,34383756,2024-12-25,city scrape,259575633,within an hour,100%,100%,t,1,1,"['email', 'phone']","Athina, Greece",37.9779,23.73117,Entire rental unit,Entire home/apt,3,1.0,1.0,2.0,"[""Dishes and silverware"", ""Washer"", ""Smoking allowed"", ""Cleaning products"", ""Hair dryer"", ""Essentials"", ""Heating"", ""Drying rack for clothing"", ""Private entrance"", ""Pets allowed"", ""Hangers"", ""Dryer"", ""Hot water"", ""Air conditioning"", ""Iron"", ""Room-darkening shades"", ""Bed linens"", ""40 inch HDTV with Netflix, standard cable, DVD player"", ""Wifi""]",$58.00,1,30,1,1,30,30,1.0,30.0,0,0,19,20,175,67,0,4.75,4.77,4.77,4.94,4.95,4.93,4.74,00001208072,1,1,0,0,2.59
3000,3000,35103883,2024-12-25,city scrape,259969589,within an hour,100%,100%,f,22,22,"['email', 'phone']","Athina, Greece",37.97866,23.7308,Entire serviced apartment,Entire home/apt,6,2.0,2.0,3.0,"[""Luggage dropoff allowed"", ""Dishes and silverware"", ""Washer"", ""Housekeeping available every day - included with your stay"", ""Toaster"", ""Shower gel"", ""TV"", ""Hair dryer"", ""Refrigerator"", ""Essentials"", ""Heating"", ""Dedicated workspace"", ""Cooking basics"", ""Drying rack for clothing"", ""Hangers"", ""Clothing storage: closet"", ""Hot water"", ""Oven"", ""Stove"", ""Long term stays allowed"", ""Air conditioning"", ""Paid parking off premises"", ""Iron"", ""Room-darkening shades"", ""Bed linens"", ""Shampoo"", ""Hot water kettle"", ""Wine glasses"", ""Single level home"", ""Free street parking"", ""Kitchen"", ""Pack \u2019n play/Travel crib"", ""Elevator"", ""Shared gym in building"", ""Wifi"", ""Coffee maker""]",$147.00,1,1125,1,1,1125,1125,1.0,1125.0,14,39,58,317,5,2,0,4.8,5.0,4.6,5.0,5.0,5.0,5.0,00000860816,22,22,0,0,0.17
3200,3200,36316809,2024-12-25,city scrape,273125067,within an hour,100%,100%,f,1,1,['phone'],"Athina, Greece",37.99149,23.75302,Entire rental unit,Entire home/apt,4,1.0,1.0,2.0,"[""Host greets you"", ""Coffee"", ""Outlet covers"", ""Dishes and silverware"", ""Cleaning products"", ""Toaster"", ""TV"", ""Hair dryer"", ""Refrigerator"", ""Soupline conditioner"", ""Essentials"", ""Heating"", ""Cooking basics"", ""Drying rack for clothing"", ""Private entrance"", ""Hangers"", ""Freezer"", ""Hot water"", ""Books and reading material"", ""Baking sheet"", ""Marks & Spencer / Papoutsanis body soap"", ""Long term stays allowed"", ""Air conditioning"", ""Iron"", ""Clothing storage: wardrobe"", ""Window guards"", ""Coffee maker: drip coffee maker"", ""Shampoo"", ""Free washer \u2013 In unit"", ""Hot water kettle"", ""Dining table"", ""First aid kit"", ""Outdoor furniture"", ""Extra pillows and blankets"", ""Private patio or balcony"", ""Free street parking"", ""Kitchen"", ""Fire extinguisher"", ""Stainless steel single oven"", ""Elevator"", ""Wifi""]",$74.00,2,1125,2,7,1125,1125,2.0,1125.0,26,26,26,26,13,2,0,5.0,5.0,5.0,5.0,5.0,4.77,4.85,00002909729,1,1,0,0,0.2
3400,3400,38519936,2024-12-25,city scrape,185848682,within a few hours,83%,100%,t,1,1,"['email', 'phone']","Athina, Greece",37.9921,23.7218,Entire rental unit,Entire home/apt,6,2.0,2.0,4.0,"[""Luggage dropoff allowed"", ""Dishes and silverware"", ""Washer"", ""Children\u2019s books and toys"", ""TV"", ""Hair dryer"", ""Refrigerator"", ""Essentials"", ""Heating"", ""Self check-in"", ""Cooking basics"", ""Lockbox"", ""Hangers"", ""Patio or balcony"", ""Crib"", ""Hot water"", ""Oven"", ""Stove"", ""Microwave"", ""Long term stays allowed"", ""Air conditioning"", ""Iron"", ""Room-darkening shades"", ""Bed linens"", ""Coffee maker: drip coffee maker"", ""Shampoo"", ""First aid kit"", ""Extra pillows and blankets"", ""Free street parking"", ""Kitchen"", ""Pack \u2019n play/Travel crib"", ""Elevator"", ""Wifi""]",$53.00,2,1125,1,2,1125,1125,2.0,1125.0,0,0,0,0,123,20,0,4.96,4.93,4.95,4.96,4.95,4.59,4.94,00000864480,1,1,0,0,1.92
3600,3600,40300131,2024-12-26,previous scrape,129204185,within an hour,100%,100%,,9,34,"['email', 'phone']","Athina, Greece",37.96763,23.72927,Entire rental unit,Entire home/apt,4,,2.0,,"[""Dishes and silverware"", ""Washer"", ""TV"", ""Hair dryer"", ""Essentials"", ""Hangers"", ""High chair"", ""Hot water"", ""Microwave"", ""Air conditioning"", ""Iron"", ""Bed linens"", ""Shampoo"", ""Smoke alarm"", ""First aid kit"", ""Extra pillows and blankets"", ""Kitchen"", ""Pack \u2019n play/Travel crib"", ""Carbon monoxide alarm"", ""Fire extinguisher"", ""Wifi""]",,1,28,1,1,1125,1125,1.0,1125.0,1,9,35,120,384,87,4,4.78,4.82,4.77,4.9,4.9,4.97,4.84,00000906750,4,4,0,0,6.34
3800,3800,42440320,2024-12-25,city scrape,63903716,within an hour,100%,97%,t,62,64,"['email', 'phone']","Athina, Greece",37.98897933959961,23.72565078735352,Private room in condo,Private room,2,1.0,1.0,1.0,"[""Host greets you"", ""Heating - split type ductless system"", ""Forno electric stove"", ""Coffee"", ""Dishes and silverware"", ""Luggage dropoff allowed"", ""Shower gel"", ""Clothing storage: wardrobe and dresser"", ""Hair dryer"", ""Refrigerator"", ""Essentials"", ""Dedicated workspace"", ""Cooking basics"", ""Drying rack for clothing"", ""Hangers"", ""Freezer"", ""Hot water"", ""Laundromat nearby"", ""Baking sheet"", ""Microwave"", ""Long term stays allowed"", ""Courtyard view"", ""Iron"", ""Room-darkening shades"", ""Bed linens"", ""Window guards"", ""AC - split type ductless system"", ""Wifi \u2013 43 Mbps"", ""Shampoo"", ""Paid parking garage off premises"", ""Bathtub"", ""Free washer \u2013 In unit"", ""Hot water kettle"", ""Wine glasses"", ""Dining table"", ""First aid kit"", ""Extra pillows and blankets"", ""Private patio or balcony"", ""Free street parking"", ""Kitchen"", ""Lock on bedroom door"", ""Body soap"", ""Fire extinguisher"", ""Stainless steel single oven"", ""Elevator""]",$36.00,2,1125,2,2,1125,1125,2.0,1125.0,0,0,0,160,6,1,0,5.0,5.0,4.83,4.83,5.0,4.5,5.0,00002993311,61,18,43,0,0.14
4000,4000,44095149,2024-12-25,city scrape,12425849,within an hour,100%,100%,f,2,7,"['email', 'phone']","Athina, Greece",37.97736,23.71404,Entire rental unit,Entire home/apt,4,2.0,2.0,2.0,"[""Coffee"", ""Dishes and silverware"", ""Luggage dropoff allowed"", ""Exterior security cameras on property"", ""Conditioner"", ""Cleaning products"", ""Shower gel"", ""Toaster"", ""Hair dryer"", ""Refrigerator"", ""Essentials"", ""Heating"", ""Dedicated workspace"", ""Park view"", ""Cooking basics"", ""Drying rack for clothing"", ""Bidet"", ""Ethernet connection"", ""Sun loungers"", ""Electric stove"", ""Exercise equipment: free weights, yoga mat"", ""Hangers"", ""Clothing storage: closet and dresser"", ""Freezer"", ""Hot water"", ""Laundromat nearby"", ""Microwave"", ""Long term stays allowed"", ""Portable air conditioning"", ""City skyline view"", ""Iron"", ""Room-darkening shades"", ""Cleaning available during stay"", ""Mountain view"", ""Bed linens"", ""Shampoo"", ""Mosquito net"", ""Free washer \u2013 In unit"", ""Dishwasher"", ""HDTV with premium cable"", ""Wine glasses"", ""Dining table"", ""Outdoor furniture"", ""Extra pillows and blankets"", ""Private patio or balcony"", ""Free parking on premises"", ""Free street parking"", ""Kitchen"", ""Body soap"", ""AEG double oven"", ""Fire extinguisher"", ""Elevator"", ""Portable fans"", ""Wifi"", ""Coffee maker""]",$120.00,3,1125,3,3,1125,1125,3.0,1125.0,20,50,80,260,40,2,0,4.9,4.9,5.0,4.9,4.88,4.78,4.9,00001193881,2,2,0,0,0.92
4200,4200,45982567,2024-12-26,previous scrape,244307919,within an hour,100%,100%,t,1,1,"['email', 'phone']","Athina, Greece",37.97872,23.73684,Entire rental unit,Entire home/apt,2,,,,"[""Coffee"", ""Dishes and silverware"", ""Washer"", ""Cleaning products"", ""Shower gel"", ""TV"", ""Hair dryer"", ""Refrigerator"", ""Essentials"", ""Self check-in"", ""Cooking basics"", ""Lockbox"", ""Portable heater"", ""Drying rack for clothing"", ""Hangers"", ""Freezer"", ""Hot water"", ""Stove"", ""Blender"", ""Laundromat nearby"", ""Microwave"", ""Long term stays allowed"", ""Air conditioning"", ""Iron"", ""Room-darkening shades"", ""Darel conditioner"", ""Bed linens"", ""Shampoo"", ""Mosquito net"", ""Hot water kettle"", ""Dining table"", ""Lux body soap"", ""First aid kit"", ""Extra pillows and blankets"", ""Kitchen"", ""Elevator"", ""Wifi"", ""Coffee maker: espresso machine""]",,2,1125,2,2,1125,1125,2.0,1125.0,0,0,0,0,80,33,0,4.88,4.89,4.88,4.91,4.99,4.93,4.88,00001111932,1,1,0,0,1.63
4400,4400,49453258,2024-12-25,city scrape,175796661,within an hour,90%,99%,f,12,14,"['email', 'phone']","Athina, Greece",37.976295,23.729813,Room in aparthotel,Entire home/apt,2,1.0,1.0,1.0,"[""Coffee"", ""Dishes and silverware"", ""Shower gel"", ""TV"", ""Hair dryer"", ""Essentials"", ""Heating"", ""Dedicated workspace"", ""Safe"", ""Self check-in"", ""Bidet"", ""Hangers"", ""Hot water"", ""Keypad"", ""Air conditioning"", ""City skyline view"", ""Iron"", ""Bed linens"", ""Mini fridge"", ""Shampoo"", ""Coffee maker: espresso machine, french press"", ""Hot water kettle"", ""Wine glasses"", ""First aid kit"", ""Body soap"", ""Fire extinguisher"", ""Elevator"", ""Wifi""]",$66.00,2,1125,1,2,1125,1125,2.0,1125.0,18,40,70,345,16,5,0,4.88,4.94,4.94,4.75,4.94,5.0,4.94,1055714,5,5,0,0,0.38
4600,4600,50767528,2024-12-25,city scrape,67904289,within an hour,100%,99%,t,2,2,"['email', 'phone']","Athina, Greece",37.976337,23.743986,Entire condo,Entire home/apt,7,2.0,4.0,5.0,"[""Coffee"", ""Dishes and silverware"", ""Luggage dropoff allowed"", ""Conditioner"", ""Cleaning products"", ""Shower gel"", ""Children\u2019s books and toys"", ""Toaster"", ""Hair dryer"", ""Refrigerator"", ""Essentials"", ""Ceiling fan"", ""Clothing storage: closet and wardrobe"", ""Free dryer \u2013 In unit"", ""Self check-in"", ""Cooking basics"", ""Lockbox"", ""Stainless steel oven"", ""Pets allowed"", ""Exercise equipment: free weights, yoga mat"", ""Hangers"", ""High chair"", ""Crib"", ""Hot water"", ""Books and reading material"", ""Blender"", ""Microwave"", ""Iron"", ""Bed linens"", ""AC - split type ductless system"", ""Outdoor dining area"", ""Shampoo"", ""Free washer \u2013 In unit"", ""Dishwasher"", ""Hot water kettle"", ""Wine glasses"", ""Dining table"", ""First aid kit"", ""Single level home"", ""Outdoor furniture"", ""Extra pillows and blankets"", ""Board games"", ""Central heating"", ""Private patio or balcony"", ""Free parking on premises"", ""Kitchen"", ""Pack \u2019n play/Travel crib"", ""Rice maker"", ""Various body soap"", ""Elevator"", ""55 inch HDTV with Netflix"", ""Wifi"", ""Coffee maker""]",$180.00,3,30,3,3,1125,1125,3.0,1125.0,19,43,59,281,103,36,2,4.86,4.88,4.88,4.9,4.93,4.98,4.83,00001257138,1,1,0,0,2.46
